,Date,Venue,Result,GF_x,GA_x,Opp,xG_x,xGA_x,Poss_x,Club,Poss_y,Position_x,Pl_x,Pts_x,Form_x,Position_y,Pl_y,Pts_y,Form_y,spi_x,off_x,def_x,Season,spi_y,off_y,def_y
0,2023-04-29,Away,,,,BHA,,,,WOL,,13,33,37,2.0,8,30,49,1.4,65.2,1.6,0.8,2022,81.0,2.4,0.7
1,2023-04-29,Home,,,,NFO,,,,BRE,,9,33,47,0.8,17,33,30,0.6,73.9,2.1,0.8,2022,55.6,1.6,1.2
2,2023-04-29,Home,,,,WOL,,,,BHA,,8,30,49,1.4,13,33,37,2.0,81.0,2.4,0.7,2022,65.2,1.6,0.8
3,2023-04-29,Away,,,,BRE,,,,NFO,,17,33,30,0.6,9,33,47,0.8,55.6,1.6,1.2,2022,73.9,2.1,0.8
4,2023-04-29,Home,,,,WHU,,,,CRY,,12,33,37,2.0,15,32,34,1.4,72.2,1.7,0.6,2022,72.8,1.9,0.7
5,2023-04-29,Away,,,,CRY,,,,WHU,,15,32,34,1.4,12,33,37,2.0,72.8,1.9,0.7,2022,72.2,1.7,0.6
6,2023-04-30,Away,,,,LIV,,,,TOT,,5,33,54,1.0,7,32,53,2.2,71.7,2.2,1.0,2022,84.0,2.7,0.7
7,2023-04-30,Away,,,,NEW,,,,SOU,,20,33,24,0.2,3,32,62,2.4,60.8,1.6,1.0,2022,82.7,2.3,0.5
8,2023-04-30,Home,,,,SOU,,,,NEW,,3,32,62,2.4,20,33,24,0.2,82.7,2.3,0.5,2022,60.8,1.6,1.0
9,2023-04-30,Home,,,,AVL,,,,MUN,,4,31,60,2.0,6,33,54,2.6,77.7,2.3,0.8,2022,76.9,2.0,0.6
10,2023-04-30,Away,,,,FUL,,,,MCI,,2,31,73,3.0,10,32,45,1.2,92.5,3.0,0.3,2022,66.0,1.8,0.9
11,2023-04-30,Away,,,,BOU,,,,LEE,,16,33,30,0.8,14,33,36,1.8,61.6,1.8,1.1,2022,59.6,1.7,1.1
12,2023-04-30,Home,,,,MCI,,,,FUL,,10,32,45,1.2,2,31,73,3.0,66.0,1.8,0.9,2022,92.5,3.0,0.3
13,2023-04-30,Home,,,,LEE,,,,BOU,,14,33,36,1.8,16,33,30,0.8,59.6,1.7,1.1,2022,61.6,1.8,1.1
14,2023-04-30,Away,,,,MUN,,,,AVL,,6,33,54,2.6,4,31,60,2.0,76.9,2.0,0.6,2022,77.7,2.3,0.8
15,2023-04-30,Home,,,,TOT,,,,LIV,,7,32,53,2.2,5,33,54,1.0,84.0,2.7,0.7,2022,71.7,2.2,1.0
16,2023-05-01,Home,,,,EVE,,,,LEI,,18,33,29,0.8,19,33,28,0.4,68.2,1.9,0.9,2022,59.3,1.7,1.1
17,2023-05-01,Away,,,,LEI,,,,EVE,,19,33,28,0.4,18,33,29,0.8,59.3,1.7,1.1,2022,68.2,1.9,0.9
18,2023-05-02,Away,,,,ARS,,,,CHE,,11,32,39,0.2,1,33,75,1.2,78.3,2.0,0.5,2022,82.5,2.6,0.7
19,2023-05-02,Home,,,,CHE,,,,ARS,,1,33,75,1.2,11,32,39,0.2,82.5,2.6,0.7,2022,78.3,2.0,0.5
