,Date,Venue,Result,GF_x,GA_x,Opp,xG_x,xGA_x,Poss_x,Club,Poss_y,Position_x,Pl_x,Pts_x,Form_x,Position_y,Pl_y,Pts_y,Form_y,spi_x,off_x,def_x,Season,spi_y,off_y,def_y
328,2017-12-13,Home,W,1.0,0.0,BOU,1.1,0.8,57.0,MUN,43.0,2.0,16.0,35.0,35.0,14.0,16.0,16.0,15.0,81.4,2.4,0.7,2017,56.0,1.6,1.1
356,2017-12-17,Away,W,2.0,1.0,WBA,0.7,1.1,56.0,MUN,44.0,2.0,17.0,38.0,35.0,17.0,17.0,14.0,13.0,80.9,2.4,0.7,2017,54.1,1.3,1.0
367,2017-12-23,Away,D,2.0,2.0,LEI,1.9,1.4,51.0,MUN,49.0,2.0,18.0,41.0,38.0,8.0,18.0,26.0,26.0,79.9,2.4,0.7,2017,62.6,1.8,1.0
387,2017-12-26,Home,D,2.0,2.0,BUR,2.0,0.5,71.0,MUN,29.0,2.0,19.0,42.0,41.0,7.0,19.0,32.0,32.0,79.9,2.4,0.7,2017,59.2,1.4,0.9
407,2017-12-30,Home,D,0.0,0.0,SOU,1.7,0.6,54.0,MUN,46.0,2.0,20.0,43.0,42.0,14.0,20.0,19.0,19.0,79.9,2.4,0.7,2017,60.6,1.7,1.0
425,2018-01-01,Away,W,2.0,0.0,EVE,1.4,1.2,60.0,MUN,40.0,3.0,21.0,44.0,43.0,9.0,21.0,27.0,27.0,79.8,2.4,0.7,2017,58.4,1.6,1.1
458,2018-01-15,Home,W,3.0,0.0,STK,1.5,1.3,60.0,MUN,40.0,2.0,22.0,47.0,44.0,18.0,22.0,20.0,20.0,79.7,2.4,0.7,2017,52.4,1.6,1.3
473,2018-01-20,Away,W,1.0,0.0,BUR,0.8,1.0,52.0,MUN,48.0,2.0,23.0,50.0,47.0,7.0,23.0,34.0,34.0,79.7,2.3,0.7,2017,60.3,1.4,0.8
497,2018-01-31,Away,L,0.0,2.0,TOT,1.0,1.5,48.0,MUN,52.0,2.0,24.0,53.0,50.0,5.0,24.0,45.0,44.0,78.9,2.3,0.7,2017,85.2,2.6,0.5
513,2018-02-03,Home,W,2.0,0.0,HUD,1.6,0.2,74.0,MUN,26.0,2.0,25.0,53.0,53.0,17.0,25.0,24.0,24.0,79.1,2.3,0.7,2017,44.5,1.1,1.2
534,2018-02-11,Away,L,0.0,1.0,NEW,1.9,0.5,64.0,MUN,36.0,2.0,26.0,56.0,53.0,16.0,26.0,25.0,24.0,78.6,2.2,0.7,2017,54.3,1.5,1.1
557,2018-02-25,Home,W,2.0,1.0,CHE,1.2,1.7,44.0,MUN,56.0,2.0,27.0,56.0,56.0,4.0,27.0,53.0,50.0,78.6,2.2,0.7,2017,80.9,2.4,0.7
579,2018-03-05,Away,W,3.0,2.0,CRY,1.2,0.6,69.0,MUN,31.0,2.0,28.0,59.0,56.0,17.0,28.0,27.0,27.0,79.0,2.3,0.7,2017,60.7,1.7,1.0
580,2018-03-10,Home,W,2.0,1.0,LIV,0.7,0.7,33.0,MUN,67.0,2.0,29.0,62.0,59.0,3.0,29.0,60.0,57.0,79.0,2.3,0.7,2017,88.3,2.9,0.6
610,2018-03-31,Home,W,2.0,0.0,SWA,2.2,0.2,66.0,MUN,34.0,2.0,30.0,65.0,62.0,14.0,30.0,31.0,30.0,78.9,2.3,0.7,2017,52.3,1.3,1.1
633,2018-04-07,Away,W,3.0,2.0,MCI,1.1,2.6,36.0,MUN,64.0,2.0,31.0,68.0,65.0,1.0,31.0,84.0,81.0,78.9,2.3,0.7,2017,90.2,2.9,0.4
663,2018-04-15,Home,L,0.0,1.0,WBA,0.7,0.7,70.0,MUN,30.0,2.0,32.0,71.0,68.0,20.0,33.0,21.0,20.0,78.9,2.3,0.7,2017,52.2,1.4,1.1
671,2018-04-18,Away,W,2.0,0.0,BOU,1.3,1.2,55.0,MUN,45.0,2.0,34.0,74.0,71.0,11.0,35.0,38.0,38.0,78.9,2.3,0.7,2017,56.3,1.8,1.3
704,2018-04-29,Home,W,2.0,1.0,ARS,1.7,0.5,59.0,MUN,41.0,2.0,34.0,74.0,74.0,6.0,34.0,57.0,54.0,79.4,2.3,0.7,2017,80.6,2.8,0.9
708,2018-05-04,Away,L,0.0,1.0,BHA,0.8,1.0,68.0,MUN,32.0,2.0,35.0,77.0,74.0,14.0,35.0,37.0,36.0,79.4,2.3,0.7,2017,54.1,1.4,1.1
738,2018-05-10,Away,D,0.0,0.0,WHU,0.8,0.6,56.0,MUN,44.0,2.0,35.0,77.0,77.0,15.0,37.0,39.0,35.0,78.6,2.2,0.7,2017,55.9,1.7,1.2
751,2018-05-13,Home,W,1.0,0.0,WAT,0.4,0.6,52.0,MUN,48.0,2.0,37.0,78.0,77.0,13.0,37.0,41.0,38.0,77.6,2.1,0.6,2017,58.7,1.6,1.0
761,2018-08-10,Home,W,2.0,1.0,LEI,1.5,1.8,47.0,MUN,53.0,,,,,,,,,81.6,2.2,0.5,2018,70.9,1.9,0.8
797,2018-08-19,Away,L,2.0,3.0,BHA,1.4,1.7,66.0,MUN,34.0,7.0,1.0,3.0,,16.0,1.0,0.0,,80.5,2.2,0.6,2018,62.9,1.7,0.9
818,2018-08-27,Home,L,0.0,3.0,TOT,1.5,1.2,57.0,MUN,43.0,9.0,2.0,3.0,3.0,5.0,2.0,6.0,3.0,80.0,2.2,0.6,2018,85.9,2.6,0.5
838,2018-09-02,Away,W,2.0,0.0,BUR,2.5,0.8,53.0,MUN,47.0,13.0,3.0,3.0,3.0,18.0,3.0,1.0,1.0,81.0,2.3,0.6,2018,61.9,1.7,1.0
842,2018-09-15,Away,W,2.0,1.0,WAT,1.9,1.3,57.0,MUN,43.0,10.0,4.0,6.0,3.0,3.0,4.0,12.0,9.0,82.0,2.3,0.6,2018,69.6,1.8,0.8
867,2018-09-22,Home,D,1.0,1.0,WOL,0.6,1.0,64.0,MUN,36.0,8.0,5.0,9.0,6.0,9.0,5.0,8.0,5.0,81.1,2.3,0.6,2018,67.1,1.7,0.8
884,2018-09-29,Away,L,1.0,3.0,WHU,0.7,1.4,52.0,MUN,48.0,7.0,6.0,10.0,9.0,17.0,6.0,4.0,3.0,79.8,2.2,0.6,2018,65.3,1.8,0.9
909,2018-10-06,Home,W,3.0,2.0,NEW,1.9,1.6,72.0,MUN,28.0,10.0,7.0,10.0,10.0,18.0,7.0,2.0,2.0,79.4,2.3,0.7,2018,65.6,1.7,0.8
928,2018-10-20,Away,D,2.0,2.0,CHE,0.8,1.8,38.0,MUN,62.0,8.0,8.0,13.0,10.0,2.0,8.0,20.0,17.0,78.9,2.2,0.7,2018,86.5,2.5,0.5
955,2018-10-28,Home,W,2.0,1.0,EVE,2.3,1.8,54.0,MUN,46.0,10.0,9.0,14.0,13.0,8.0,9.0,15.0,12.0,78.6,2.2,0.7,2018,68.9,1.9,0.8
971,2018-11-03,Away,W,2.0,1.0,BOU,3.0,1.6,51.0,MUN,49.0,8.0,10.0,17.0,14.0,6.0,10.0,20.0,17.0,79.1,2.3,0.7,2018,68.7,2.0,0.9
994,2018-11-11,Away,L,1.0,3.0,MCI,1.1,1.9,35.0,MUN,65.0,7.0,11.0,20.0,17.0,1.0,11.0,29.0,26.0,79.4,2.3,0.7,2018,94.9,3.2,0.2
1009,2018-11-24,Home,D,0.0,0.0,CRY,0.9,1.2,59.0,MUN,41.0,8.0,12.0,20.0,20.0,16.0,12.0,8.0,8.0,79.3,2.2,0.7,2018,68.5,1.7,0.8
1029,2018-12-01,Away,D,2.0,2.0,SOU,1.1,0.7,60.0,MUN,40.0,7.0,13.0,21.0,20.0,18.0,13.0,8.0,8.0,79.3,2.2,0.7,2018,65.8,1.8,0.9
1057,2018-12-05,Home,D,2.0,2.0,ARS,1.1,1.1,45.0,MUN,55.0,7.0,14.0,22.0,21.0,4.0,14.0,30.0,27.0,78.8,2.2,0.7,2018,82.6,2.5,0.7
1068,2018-12-08,Home,W,4.0,1.0,FUL,2.3,1.2,62.0,MUN,38.0,8.0,15.0,23.0,22.0,20.0,15.0,9.0,8.0,78.8,2.2,0.7,2018,58.8,1.7,1.1
1096,2018-12-16,Away,L,1.0,3.0,LIV,0.7,2.5,36.0,MUN,64.0,6.0,16.0,26.0,23.0,1.0,16.0,42.0,39.0,78.3,2.3,0.7,2018,91.8,2.8,0.3
1105,2018-12-22,Away,W,5.0,1.0,CAR,2.8,1.4,73.0,MUN,27.0,6.0,17.0,26.0,26.0,16.0,17.0,14.0,14.0,78.4,2.3,0.7,2018,58.0,1.6,1.1
1122,2018-12-26,Home,W,3.0,1.0,HUD,1.5,1.1,64.0,MUN,36.0,6.0,18.0,29.0,26.0,19.0,18.0,10.0,10.0,78.4,2.3,0.7,2018,60.9,1.5,0.9
1152,2018-12-30,Home,W,4.0,1.0,BOU,2.9,0.5,65.0,MUN,35.0,6.0,19.0,32.0,29.0,12.0,19.0,26.0,26.0,79.8,2.4,0.7,2018,64.6,1.9,1.1
1168,2019-01-02,Away,W,2.0,0.0,NEW,2.6,0.7,64.0,MUN,36.0,6.0,20.0,35.0,32.0,15.0,20.0,18.0,17.0,79.8,2.4,0.7,2018,62.2,1.6,0.9
1194,2019-01-13,Away,W,1.0,0.0,TOT,0.8,1.8,39.0,MUN,61.0,6.0,21.0,38.0,35.0,3.0,21.0,48.0,45.0,79.7,2.3,0.7,2018,85.3,2.5,0.5
1212,2019-01-19,Home,W,2.0,1.0,BHA,2.4,0.8,56.0,MUN,44.0,6.0,22.0,41.0,38.0,13.0,22.0,26.0,26.0,79.5,2.3,0.7,2018,63.0,1.6,0.9
1226,2019-01-29,Home,D,2.0,2.0,BUR,3.1,0.8,73.0,MUN,27.0,6.0,23.0,44.0,41.0,16.0,23.0,22.0,21.0,79.7,2.4,0.7,2018,61.1,1.7,1.0
1256,2019-02-03,Away,W,1.0,0.0,LEI,1.3,1.5,55.0,MUN,45.0,6.0,24.0,45.0,44.0,11.0,24.0,32.0,31.0,79.5,2.3,0.7,2018,71.8,1.9,0.7
1275,2019-02-09,Away,W,3.0,0.0,FUL,1.9,2.2,49.0,MUN,51.0,5.0,25.0,48.0,45.0,19.0,25.0,17.0,17.0,79.5,2.3,0.7,2018,58.7,1.7,1.1
1294,2019-02-24,Home,D,0.0,0.0,LIV,0.3,0.5,36.0,MUN,64.0,4.0,26.0,51.0,48.0,2.0,26.0,65.0,62.0,79.4,2.3,0.7,2018,92.8,2.8,0.2
1306,2019-02-27,Away,W,3.0,1.0,CRY,1.0,1.7,54.0,MUN,46.0,5.0,27.0,52.0,51.0,13.0,27.0,30.0,27.0,79.4,2.3,0.7,2018,72.3,1.9,0.7
1331,2019-03-02,Home,W,3.0,2.0,SOU,2.2,0.4,64.0,MUN,36.0,5.0,28.0,55.0,52.0,17.0,28.0,27.0,24.0,79.4,2.3,0.7,2018,65.3,1.8,0.9
1357,2019-03-10,Away,L,0.0,2.0,ARS,2.3,1.7,54.0,MUN,46.0,4.0,29.0,58.0,55.0,5.0,29.0,57.0,56.0,80.7,2.4,0.7,2018,80.6,2.4,0.7
1379,2019-03-30,Home,W,2.0,1.0,WAT,1.6,1.5,52.0,MUN,48.0,5.0,30.0,58.0,58.0,8.0,30.0,43.0,43.0,79.8,2.4,0.7,2018,69.7,2.0,0.9
1391,2019-04-02,Away,L,1.0,2.0,WOL,1.8,1.8,51.0,MUN,49.0,6.0,32.0,61.0,58.0,7.0,32.0,47.0,44.0,79.8,2.4,0.7,2018,70.4,1.8,0.7
1415,2019-04-13,Home,W,2.0,1.0,WHU,2.5,1.4,43.0,MUN,57.0,6.0,32.0,61.0,61.0,11.0,33.0,42.0,42.0,79.7,2.3,0.7,2018,61.8,1.8,1.1
1444,2019-04-21,Away,L,0.0,4.0,EVE,0.3,1.6,52.0,MUN,48.0,6.0,33.0,64.0,61.0,9.0,34.0,46.0,46.0,76.5,2.2,0.7,2018,75.0,1.9,0.6
1456,2019-04-24,Home,L,0.0,2.0,MCI,0.5,0.5,37.0,MUN,63.0,6.0,35.0,64.0,64.0,1.0,35.0,89.0,83.0,76.5,2.2,0.7,2018,94.6,3.1,0.2
1475,2019-04-28,Home,D,1.0,1.0,CHE,1.1,1.7,52.0,MUN,48.0,6.0,35.0,64.0,64.0,4.0,35.0,67.0,66.0,76.5,2.2,0.7,2018,84.7,2.4,0.5
1493,2019-05-05,Away,D,1.0,1.0,HUD,1.8,1.0,64.0,MUN,36.0,6.0,36.0,65.0,64.0,20.0,36.0,14.0,14.0,76.8,2.2,0.7,2018,50.8,1.4,1.2
1506,2019-05-12,Home,L,0.0,2.0,CAR,1.5,1.6,73.0,MUN,27.0,6.0,37.0,66.0,65.0,18.0,37.0,31.0,31.0,75.7,2.2,0.8,2018,59.5,1.6,1.0
1537,2019-08-11,Home,W,4.0,0.0,CHE,2.2,1.0,46.0,MUN,54.0,,,,,,,,,88.0,2.4,0.3,2019,85.4,2.6,0.5
1559,2019-08-19,Away,D,1.0,1.0,WOL,1.2,0.3,65.0,MUN,35.0,2.0,1.0,3.0,,13.0,1.0,1.0,,81.8,2.3,0.6,2019,73.4,1.8,0.6
1565,2019-08-24,Home,L,1.0,2.0,CRY,2.5,1.1,71.0,MUN,29.0,4.0,2.0,4.0,3.0,14.0,2.0,1.0,1.0,81.8,2.3,0.6,2019,70.2,1.9,0.8
1580,2019-08-31,Away,D,1.0,1.0,SOU,1.5,0.9,59.0,MUN,41.0,5.0,3.0,4.0,4.0,18.0,3.0,3.0,0.0,82.2,2.3,0.6,2019,69.6,1.9,0.8
1611,2019-09-14,Home,W,1.0,0.0,LEI,1.2,0.6,42.0,MUN,58.0,8.0,4.0,5.0,4.0,3.0,4.0,8.0,5.0,82.2,2.3,0.5,2019,77.1,2.0,0.6
1637,2019-09-22,Away,L,0.0,2.0,WHU,0.9,0.4,53.0,MUN,47.0,4.0,5.0,8.0,5.0,8.0,5.0,8.0,7.0,82.2,2.2,0.5,2019,70.2,1.9,0.8
1658,2019-09-30,Home,D,1.0,1.0,ARS,0.9,1.9,55.0,MUN,45.0,8.0,6.0,8.0,8.0,4.0,6.0,11.0,8.0,81.8,2.2,0.5,2019,79.3,2.4,0.8
1673,2019-10-06,Away,L,0.0,1.0,NEW,0.9,0.8,68.0,MUN,32.0,10.0,7.0,9.0,8.0,19.0,7.0,5.0,5.0,81.3,2.1,0.5,2019,65.8,1.7,0.8
1697,2019-10-20,Home,D,1.0,1.0,LIV,0.7,1.2,34.0,MUN,66.0,12.0,8.0,9.0,9.0,1.0,8.0,24.0,21.0,81.1,2.1,0.5,2019,93.0,2.9,0.3
1717,2019-10-27,Away,W,3.0,1.0,NOR,4.2,1.0,54.0,MUN,46.0,14.0,9.0,10.0,9.0,19.0,9.0,7.0,6.0,81.5,2.1,0.5,2019,59.6,1.7,1.1
1724,2019-11-02,Away,L,0.0,1.0,BOU,0.8,1.9,57.0,MUN,43.0,7.0,10.0,13.0,10.0,9.0,10.0,13.0,12.0,80.8,2.0,0.5,2019,70.6,2.0,0.9
1755,2019-11-10,Home,W,3.0,1.0,BHA,3.6,0.8,42.0,MUN,58.0,10.0,11.0,13.0,13.0,8.0,11.0,15.0,12.0,81.7,2.1,0.5,2019,68.4,1.8,0.9
1776,2019-11-24,Away,D,3.0,3.0,SHU,1.3,1.3,59.0,MUN,41.0,7.0,12.0,16.0,13.0,5.0,12.0,17.0,16.0,81.0,2.2,0.5,2019,68.9,1.8,0.8
1796,2019-12-01,Home,D,2.0,2.0,AVL,1.7,1.2,62.0,MUN,38.0,9.0,13.0,17.0,16.0,15.0,13.0,14.0,11.0,80.1,2.1,0.6,2019,67.5,1.9,0.9
1810,2019-12-04,Home,W,2.0,1.0,TOT,1.4,0.9,47.0,MUN,53.0,9.0,14.0,18.0,17.0,5.0,14.0,20.0,17.0,80.1,2.1,0.6,2019,82.7,2.5,0.7
1825,2019-12-07,Away,W,2.0,1.0,MCI,1.4,2.2,28.0,MUN,72.0,6.0,15.0,21.0,18.0,3.0,15.0,32.0,29.0,80.1,2.1,0.6,2019,95.0,3.3,0.2
1852,2019-12-15,Home,D,1.0,1.0,EVE,1.4,0.3,66.0,MUN,34.0,5.0,16.0,24.0,21.0,14.0,16.0,17.0,14.0,81.5,2.2,0.5,2019,77.5,2.1,0.6
1877,2019-12-22,Away,L,0.0,2.0,WAT,1.8,1.5,63.0,MUN,37.0,6.0,17.0,25.0,24.0,20.0,17.0,9.0,9.0,80.4,2.2,0.6,2019,68.7,1.8,0.8
1881,2019-12-26,Home,W,4.0,1.0,NEW,1.9,0.8,72.0,MUN,28.0,8.0,18.0,25.0,25.0,9.0,18.0,25.0,22.0,80.4,2.2,0.6,2019,64.6,1.7,0.9
1906,2019-12-28,Away,W,2.0,0.0,BUR,2.2,0.5,61.0,MUN,39.0,8.0,19.0,28.0,25.0,12.0,19.0,24.0,24.0,81.1,2.2,0.5,2019,68.8,1.8,0.8
1922,2020-01-01,Away,L,0.0,2.0,ARS,0.7,1.5,51.0,MUN,49.0,5.0,20.0,31.0,28.0,12.0,20.0,24.0,24.0,81.1,2.2,0.5,2019,76.4,2.1,0.7
1943,2020-01-11,Home,W,4.0,0.0,NOR,2.9,0.3,60.0,MUN,40.0,5.0,21.0,31.0,31.0,20.0,21.0,14.0,13.0,82.1,2.2,0.5,2019,58.5,1.7,1.1
1975,2020-01-19,Away,L,0.0,2.0,LIV,1.3,1.9,47.0,MUN,53.0,5.0,22.0,34.0,31.0,1.0,21.0,61.0,58.0,81.2,2.2,0.5,2019,94.3,3.0,0.2
1991,2020-01-22,Home,L,0.0,2.0,BUR,1.4,0.6,72.0,MUN,28.0,5.0,23.0,34.0,34.0,14.0,23.0,27.0,24.0,81.2,2.2,0.5,2019,68.8,1.8,0.8
2011,2020-02-01,Home,D,0.0,0.0,WOL,1.0,1.3,64.0,MUN,36.0,5.0,24.0,34.0,34.0,7.0,24.0,34.0,34.0,80.9,2.2,0.5,2019,79.7,2.0,0.5
2037,2020-02-17,Away,W,2.0,0.0,CHE,0.6,0.9,39.0,MUN,61.0,7.0,25.0,35.0,34.0,4.0,25.0,41.0,40.0,81.8,2.2,0.5,2019,85.3,2.4,0.5
2054,2020-02-23,Home,W,3.0,0.0,WAT,2.4,0.3,57.0,MUN,43.0,7.0,26.0,38.0,35.0,19.0,26.0,24.0,23.0,82.6,2.2,0.5,2019,70.1,1.9,0.8
2073,2020-03-01,Away,D,1.0,1.0,EVE,1.1,2.1,56.0,MUN,44.0,5.0,27.0,41.0,38.0,11.0,27.0,36.0,36.0,83.9,2.3,0.5,2019,79.3,2.2,0.6
2093,2020-03-08,Home,W,2.0,0.0,MCI,1.6,0.6,28.0,MUN,72.0,5.0,28.0,42.0,41.0,2.0,27.0,57.0,54.0,84.8,2.3,0.4,2019,94.8,3.2,0.2
2102,2020-06-19,Away,D,1.0,1.0,TOT,1.7,0.4,61.0,MUN,39.0,5.0,29.0,45.0,42.0,8.0,29.0,41.0,40.0,86.2,2.4,0.4,2019,76.6,2.2,0.8
2126,2020-06-24,Home,W,3.0,0.0,SHU,2.4,0.1,68.0,MUN,32.0,5.0,30.0,46.0,45.0,7.0,30.0,44.0,44.0,88.0,2.4,0.3,2019,69.2,1.7,0.7
2146,2020-06-30,Away,W,3.0,0.0,BHA,1.0,0.4,62.0,MUN,38.0,5.0,31.0,49.0,46.0,15.0,31.0,33.0,32.0,88.7,2.4,0.3,2019,70.7,1.8,0.7
2168,2020-07-04,Home,W,5.0,2.0,BOU,2.5,1.8,68.0,MUN,32.0,5.0,32.0,52.0,49.0,19.0,32.0,27.0,27.0,88.7,2.4,0.3,2019,61.8,1.8,1.1
2198,2020-07-09,Away,W,3.0,0.0,AVL,2.3,0.5,66.0,MUN,34.0,5.0,33.0,55.0,52.0,18.0,33.0,27.0,27.0,88.3,2.5,0.4,2019,63.0,1.8,1.0
2218,2020-07-13,Home,D,2.0,2.0,SOU,1.5,1.6,48.0,MUN,52.0,5.0,34.0,58.0,55.0,12.0,34.0,44.0,43.0,88.1,2.5,0.4,2019,73.6,2.0,0.8
2230,2020-07-16,Away,W,2.0,0.0,CRY,2.2,0.6,59.0,MUN,41.0,5.0,35.0,59.0,58.0,14.0,35.0,42.0,42.0,88.1,2.5,0.4,2019,68.3,1.7,0.8
2258,2020-07-22,Home,D,1.0,1.0,WHU,0.6,1.5,57.0,MUN,43.0,5.0,36.0,62.0,59.0,15.0,36.0,37.0,34.0,88.2,2.4,0.3,2019,70.7,2.0,0.9
2273,2020-07-26,Away,W,2.0,0.0,LEI,1.3,0.8,54.0,MUN,46.0,3.0,37.0,63.0,62.0,5.0,37.0,62.0,62.0,88.4,2.4,0.3,2019,81.1,2.1,0.5
2298,2020-09-19,Home,L,1.0,3.0,CRY,1.2,1.6,75.0,MUN,25.0,,,,,7.0,1.0,3.0,,85.4,2.4,0.5,2020,69.7,1.8,0.7
2319,2020-09-26,Away,W,3.0,2.0,BHA,1.5,2.5,47.0,MUN,53.0,15.0,1.0,0.0,,8.0,2.0,3.0,0.0,84.0,2.4,0.5,2020,71.4,1.9,0.8
2344,2020-10-04,Home,L,1.0,6.0,TOT,0.9,3.4,39.0,MUN,61.0,14.0,2.0,3.0,0.0,8.0,3.0,4.0,3.0,81.3,2.4,0.6,2020,81.3,2.3,0.6
2363,2020-10-17,Away,W,4.0,1.0,NEW,2.3,0.9,63.0,MUN,37.0,16.0,3.0,3.0,3.0,9.0,4.0,7.0,4.0,82.7,2.4,0.6,2020,64.3,1.7,0.9
2384,2020-10-24,Home,D,0.0,0.0,CHE,0.6,0.2,51.0,MUN,49.0,15.0,4.0,6.0,3.0,8.0,5.0,8.0,7.0,82.7,2.4,0.6,2020,83.5,2.4,0.6
2409,2020-11-01,Home,L,0.0,1.0,ARS,0.4,1.0,54.0,MUN,46.0,15.0,5.0,7.0,6.0,11.0,6.0,9.0,9.0,83.2,2.3,0.5,2020,80.7,2.1,0.5
2427,2020-11-07,Away,W,3.0,1.0,EVE,1.5,0.4,45.0,MUN,55.0,15.0,6.0,7.0,7.0,4.0,7.0,13.0,13.0,83.8,2.4,0.5,2020,74.5,2.0,0.7
2438,2020-11-21,Home,W,1.0,0.0,WBA,2.4,0.6,63.0,MUN,37.0,14.0,7.0,10.0,7.0,18.0,8.0,3.0,3.0,84.0,2.4,0.5,2020,58.6,1.5,1.0
2467,2020-11-29,Away,W,3.0,2.0,SOU,2.1,0.5,50.0,MUN,50.0,10.0,8.0,13.0,10.0,5.0,9.0,17.0,16.0,84.2,2.4,0.5,2020,73.0,2.0,0.8
2482,2020-12-05,Away,W,3.0,1.0,WHU,1.7,2.0,60.0,MUN,40.0,9.0,9.0,16.0,13.0,5.0,10.0,17.0,14.0,84.2,2.4,0.5,2020,74.2,2.0,0.7
2501,2020-12-12,Home,D,0.0,0.0,MCI,0.6,1.3,46.0,MUN,54.0,6.0,10.0,19.0,16.0,7.0,10.0,18.0,15.0,84.2,2.5,0.5,2020,93.9,2.9,0.2
2532,2020-12-17,Away,W,3.0,2.0,SHU,1.9,1.5,60.0,MUN,40.0,8.0,11.0,20.0,19.0,20.0,12.0,1.0,1.0,84.2,2.4,0.5,2020,63.6,1.6,0.9
2542,2020-12-20,Home,W,6.0,2.0,LEE,3.6,1.8,41.0,MUN,59.0,6.0,12.0,23.0,20.0,13.0,13.0,17.0,14.0,83.9,2.5,0.6,2020,67.0,2.1,1.1
2563,2020-12-26,Away,D,2.0,2.0,LEI,1.7,0.9,46.0,MUN,54.0,3.0,13.0,26.0,23.0,2.0,14.0,27.0,24.0,84.5,2.5,0.6,2020,78.9,2.1,0.6
2578,2020-12-29,Home,W,1.0,0.0,WOL,1.5,0.5,58.0,MUN,42.0,4.0,14.0,27.0,26.0,11.0,15.0,21.0,20.0,84.5,2.5,0.6,2020,75.2,1.8,0.5
2592,2021-01-01,Home,W,2.0,1.0,AVL,2.1,1.4,48.0,MUN,52.0,2.0,15.0,30.0,27.0,5.0,14.0,26.0,25.0,84.5,2.5,0.6,2020,78.7,2.2,0.6
2613,2021-01-12,Away,W,1.0,0.0,BUR,1.2,0.9,62.0,MUN,38.0,2.0,16.0,33.0,30.0,16.0,15.0,16.0,13.0,85.1,2.5,0.5,2020,67.0,1.6,0.7
2632,2021-01-17,Away,D,0.0,0.0,LIV,1.1,1.2,35.0,MUN,65.0,1.0,17.0,36.0,33.0,2.0,17.0,33.0,33.0,85.1,2.5,0.5,2020,88.8,2.6,0.4
2644,2021-01-20,Away,W,2.0,1.0,FUL,1.7,0.9,62.0,MUN,38.0,1.0,19.0,40.0,36.0,18.0,16.0,12.0,12.0,85.1,2.5,0.5,2020,65.5,1.7,0.8
2666,2021-01-27,Home,L,1.0,2.0,SHU,1.1,1.0,75.0,MUN,25.0,1.0,19.0,40.0,40.0,20.0,19.0,5.0,5.0,84.2,2.4,0.5,2020,64.4,1.6,0.8
2681,2021-01-30,Away,D,0.0,0.0,ARS,1.6,0.9,57.0,MUN,43.0,2.0,20.0,40.0,40.0,9.0,20.0,30.0,27.0,84.2,2.4,0.5,2020,81.8,2.2,0.5
2696,2021-02-02,Home,W,9.0,0.0,SOU,4.7,0.5,74.0,MUN,26.0,2.0,21.0,41.0,40.0,11.0,20.0,29.0,29.0,87.3,2.6,0.5,2020,70.0,1.8,0.8
2715,2021-02-06,Home,D,3.0,3.0,EVE,1.8,1.5,61.0,MUN,39.0,2.0,22.0,44.0,41.0,7.0,20.0,36.0,33.0,86.5,2.6,0.5,2020,73.5,2.0,0.7
2745,2021-02-14,Away,D,1.0,1.0,WBA,0.5,1.0,73.0,MUN,27.0,2.0,23.0,45.0,44.0,19.0,23.0,12.0,12.0,85.8,2.5,0.5,2020,53.8,1.6,1.2
2768,2021-02-21,Home,W,3.0,1.0,NEW,1.7,0.4,71.0,MUN,29.0,2.0,24.0,46.0,45.0,17.0,24.0,25.0,25.0,87.1,2.6,0.5,2020,62.6,1.6,0.9
2788,2021-02-28,Away,D,0.0,0.0,CHE,0.4,1.1,43.0,MUN,57.0,2.0,25.0,49.0,46.0,5.0,25.0,43.0,42.0,86.9,2.4,0.4,2020,88.1,2.3,0.3
2799,2021-03-03,Away,D,0.0,0.0,CRY,0.9,0.9,63.0,MUN,37.0,2.0,27.0,51.0,49.0,13.0,27.0,34.0,32.0,86.9,2.4,0.4,2020,62.1,1.6,0.9
2822,2021-03-07,Away,W,2.0,0.0,MCI,1.7,1.3,34.0,MUN,66.0,2.0,27.0,51.0,51.0,1.0,27.0,65.0,65.0,87.8,2.5,0.4,2020,93.8,2.9,0.2
2843,2021-03-14,Home,W,1.0,0.0,WHU,1.5,0.6,61.0,MUN,39.0,2.0,28.0,54.0,51.0,5.0,27.0,48.0,45.0,87.8,2.5,0.4,2020,77.7,2.1,0.6
2873,2021-04-04,Home,W,2.0,1.0,BHA,1.5,1.2,57.0,MUN,43.0,2.0,29.0,57.0,54.0,16.0,29.0,32.0,29.0,87.7,2.4,0.4,2020,78.0,2.0,0.6
2894,2021-04-11,Away,W,3.0,1.0,TOT,2.1,0.9,53.0,MUN,47.0,2.0,30.0,60.0,57.0,6.0,30.0,49.0,48.0,88.5,2.5,0.3,2020,77.9,2.2,0.7
2909,2021-04-18,Home,W,3.0,1.0,BUR,2.5,0.9,69.0,MUN,31.0,2.0,31.0,63.0,60.0,16.0,31.0,33.0,33.0,88.1,2.5,0.3,2020,65.8,1.8,0.9
2929,2021-04-25,Away,D,0.0,0.0,LEE,1.2,0.3,56.0,MUN,44.0,2.0,32.0,66.0,63.0,10.0,32.0,46.0,45.0,88.7,2.4,0.3,2020,72.9,2.1,0.8
