,Date,Venue,Result,GF_x,GA_x,Opp,xG_x,xGA_x,Poss_x,Club,Poss_y,Position_x,Pl_x,Pts_x,Form_x,Position_y,Pl_y,Pts_y,Form_y,spi_x,off_x,def_x,Season,spi_y,off_y,def_y
0,2023-03-11,Home,,,,BHA,,,,LEE,,17,25,22,0.8,8,23,38,1.6,67.3,1.8,0.9,2022,82.0,2.3,0.6
1,2023-03-11,Home,,,,NFO,,,,TOT,,4,26,45,1.8,14,25,26,1.0,77.8,2.1,0.7,2022,55.4,1.5,1.1
2,2023-03-11,Home,,,,LIV,,,,BOU,,20,25,21,0.8,5,25,42,2.6,57.1,1.6,1.2,2022,84.8,2.7,0.6
3,2023-03-11,Away,,,,EVE,,,,BRE,,9,24,38,1.8,18,26,22,0.8,73.5,2.1,0.8,2022,61.1,1.7,1.0
4,2023-03-11,Away,,,,LEE,,,,BHA,,8,23,38,1.6,17,25,22,0.8,82.0,2.3,0.6,2022,67.3,1.8,0.9
5,2023-03-11,Away,,,,LEI,,,,CHE,,10,25,34,1.0,15,25,24,1.2,80.6,2.0,0.4,2022,69.2,1.9,0.9
6,2023-03-11,Home,,,,MCI,,,,CRY,,12,25,27,0.6,2,26,58,2.6,66.6,1.6,0.7,2022,90.6,2.8,0.4
7,2023-03-11,Home,,,,BRE,,,,EVE,,18,26,22,0.8,9,24,38,1.8,61.1,1.7,1.0,2022,73.5,2.1,0.8
8,2023-03-11,Away,,,,TOT,,,,NFO,,14,25,26,1.0,4,26,45,1.8,55.4,1.5,1.1,2022,77.8,2.1,0.7
9,2023-03-11,Home,,,,CHE,,,,LEI,,15,25,24,1.2,10,25,34,1.0,69.2,1.9,0.9,2022,80.6,2.0,0.4
10,2023-03-11,Away,,,,BOU,,,,LIV,,5,25,42,2.6,20,25,21,0.8,84.8,2.7,0.6,2022,57.1,1.6,1.2
11,2023-03-11,Away,,,,CRY,,,,MCI,,2,26,58,2.6,12,25,27,0.6,90.6,2.8,0.4,2022,66.6,1.6,0.7
12,2023-03-12,Away,,,,MUN,,,,SOU,,19,25,21,1.2,3,25,49,2.0,60.9,1.6,1.0,2022,79.0,2.3,0.7
13,2023-03-12,Home,,,,WOL,,,,NEW,,6,24,41,0.6,13,26,27,1.4,79.5,2.0,0.5,2022,65.0,1.6,0.8
14,2023-03-12,Away,,,,FUL,,,,ARS,,1,26,63,2.4,7,26,39,1.6,85.2,2.5,0.5,2022,68.2,1.8,0.9
15,2023-03-12,Home,,,,AVL,,,,WHU,,16,25,23,1.0,11,25,34,1.2,71.8,1.8,0.7,2022,71.4,1.9,0.8
16,2023-03-12,Home,,,,ARS,,,,FUL,,7,26,39,1.6,1,26,63,2.4,68.2,1.8,0.9,2022,85.2,2.5,0.5
17,2023-03-12,Away,,,,WHU,,,,AVL,,11,25,34,1.2,16,25,23,1.0,71.4,1.9,0.8,2022,71.8,1.8,0.7
18,2023-03-12,Home,,,,SOU,,,,MUN,,3,25,49,2.0,19,25,21,1.2,79.0,2.3,0.7,2022,60.9,1.6,1.0
19,2023-03-12,Away,,,,NEW,,,,WOL,,13,26,27,1.4,6,24,41,0.6,65.0,1.6,0.8,2022,79.5,2.0,0.5
