,team,spi,off,def,date
0,Man City,93.9,2.9,0.2,2020-12-02
1,Liverpool,87.7,2.7,0.5,2020-12-02
2,Chelsea,87.6,2.5,0.4,2020-12-02
3,Tottenham,84.0,2.4,0.5,2020-12-02
4,Man United,84.2,2.4,0.5,2020-12-02
5,Leicester,77.8,2.2,0.7,2020-12-02
6,West Ham,74.2,2.0,0.7,2020-12-02
7,Wolves,76.8,1.9,0.5,2020-12-02
8,Arsenal,78.0,2.1,0.6,2020-12-02
9,Aston Villa,73.9,2.1,0.8,2020-12-02
10,Southamon,73.0,2.0,0.8,2020-12-02
11,Everton,72.5,2.1,0.8,2020-12-02
12,Leeds United,69.1,2.0,0.9,2020-12-02
13,Brighton,73.6,1.9,0.7,2020-12-02
14,Newcastle,65.8,1.7,0.8,2020-12-02
15,Crystal Palace,66.2,1.7,0.9,2020-12-02
16,Burnley,66.0,1.7,0.8,2020-12-02
17,Fulham,63.4,1.8,1.0,2020-12-02
18,Sheffield Utd,65.6,1.7,0.8,2020-12-02
19,West Brom,57.7,1.5,1.0,2020-12-02
