,team,spi,off,def,date
0,Man City,93.9,2.9,0.2,2020-12-09
1,Liverpool,87.4,2.7,0.5,2020-12-09
2,Chelsea,87.4,2.5,0.4,2020-12-09
3,Tottenham,83.2,2.3,0.5,2020-12-09
4,Man United,84.2,2.5,0.5,2020-12-09
5,Leicester,77.4,2.1,0.7,2020-12-09
6,Arsenal,79.3,2.1,0.6,2020-12-09
7,Southamon,73.3,2.0,0.8,2020-12-09
8,West Ham,74.5,2.0,0.7,2020-12-09
9,Aston Villa,73.9,2.1,0.8,2020-12-09
10,Wolves,76.0,1.8,0.5,2020-12-09
11,Everton,73.0,2.1,0.8,2020-12-09
12,Leeds United,68.2,2.0,1.0,2020-12-09
13,Crystal Palace,67.9,1.8,0.8,2020-12-09
14,Brighton,73.2,1.9,0.7,2020-12-09
15,Newcastle,65.8,1.7,0.8,2020-12-09
16,Burnley,65.5,1.7,0.8,2020-12-09
17,Fulham,63.0,1.8,1.0,2020-12-09
18,Sheffield Utd,65.1,1.6,0.8,2020-12-09
19,West Brom,55.2,1.5,1.1,2020-12-09
