,team,spi,off,def,date
0,Man City,92.0,3.0,0.4,2020-10-04
1,Liverpool,88.8,2.8,0.5,2020-10-04
2,Chelsea,84.5,2.5,0.6,2020-10-04
3,Tottenham,81.3,2.3,0.6,2020-10-04
4,Leicester,79.8,2.2,0.6,2020-10-04
5,Man United,81.3,2.4,0.6,2020-10-04
6,Everton,76.9,2.1,0.7,2020-10-04
7,Arsenal,78.6,2.2,0.6,2020-10-04
8,Aston Villa,72.4,2.0,0.8,2020-10-04
9,Wolves,75.8,1.9,0.6,2020-10-04
10,West Ham,73.7,2.1,0.8,2020-10-04
11,Southamon,72.3,1.9,0.8,2020-10-04
12,Brighton,70.4,1.9,0.8,2020-10-04
13,Leeds United,65.9,1.8,1.0,2020-10-04
14,Crystal Palace,67.7,1.7,0.8,2020-10-04
15,Newcastle,65.2,1.7,0.9,2020-10-04
16,Burnley,67.7,1.8,0.8,2020-10-04
17,Sheffield Utd,67.4,1.7,0.7,2020-10-04
18,Fulham,60.7,1.7,1.0,2020-10-04
19,West Brom,58.3,1.6,1.1,2020-10-04
