,team,spi,off,def,date
0,Man City,93.5,2.9,0.2,2021-02-03
1,Man United,87.3,2.6,0.5,2021-02-03
2,Liverpool,89.4,2.6,0.4,2021-02-03
3,Leicester,80.1,2.1,0.5,2021-02-03
4,Chelsea,86.0,2.3,0.4,2021-02-03
5,Tottenham,78.8,2.2,0.7,2021-02-03
6,West Ham,76.6,2.1,0.7,2021-02-03
7,Everton,72.8,1.9,0.7,2021-02-03
8,Aston Villa,76.2,2.1,0.7,2021-02-03
9,Arsenal,80.7,2.1,0.5,2021-02-03
10,Southamon,70.0,1.8,0.8,2021-02-03
11,Leeds United,68.4,2.1,1.0,2021-02-03
12,Brighton,77.2,2.0,0.6,2021-02-03
13,Wolves,72.7,1.8,0.6,2021-02-03
14,Crystal Palace,65.7,1.7,0.9,2021-02-03
15,Burnley,66.3,1.6,0.7,2021-02-03
16,Newcastle,63.1,1.6,0.9,2021-02-03
17,Fulham,64.6,1.7,0.9,2021-02-03
18,Sheffield Utd,64.7,1.6,0.8,2021-02-03
19,West Brom,52.3,1.6,1.3,2021-02-03
