,team,spi,off,def,date
0,Man City,93.6,2.9,0.2,2021-04-21
1,Man United,88.1,2.5,0.3,2021-04-21
2,Leicester,78.8,2.0,0.6,2021-04-21
3,Liverpool,88.3,2.6,0.4,2021-04-21
4,Chelsea,87.1,2.2,0.3,2021-04-21
5,West Ham,75.4,2.2,0.8,2021-04-21
6,Tottenham,76.9,2.2,0.7,2021-04-21
7,Everton,72.5,1.9,0.7,2021-04-21
8,Arsenal,83.5,2.3,0.5,2021-04-21
9,Leeds United,73.2,2.1,0.9,2021-04-21
10,Aston Villa,74.1,2.0,0.7,2021-04-21
11,Wolves,73.2,1.8,0.6,2021-04-21
12,Crystal Palace,58.7,1.6,1.0,2021-04-21
13,Southamon,68.0,1.9,0.9,2021-04-21
14,Brighton,79.1,1.9,0.5,2021-04-21
15,Newcastle,64.2,1.8,1.0,2021-04-21
16,Burnley,65.8,1.8,0.9,2021-04-21
17,Fulham,70.0,1.7,0.7,2021-04-21
18,West Brom,61.3,1.7,1.0,2021-04-21
19,Sheffield Utd,57.3,1.5,1.0,2021-04-21
