,team,spi,off,def,date
0,Man City,92.8,2.9,0.2,2020-11-08
1,Liverpool,89.0,2.8,0.5,2020-11-08
2,Chelsea,86.1,2.5,0.5,2020-11-08
3,Tottenham,82.3,2.4,0.6,2020-11-08
4,Leicester,80.9,2.2,0.6,2020-11-08
5,Man United,83.8,2.4,0.5,2020-11-08
6,Arsenal,79.5,2.1,0.6,2020-11-08
7,Aston Villa,73.2,2.1,0.8,2020-11-08
8,Southamon,74.1,2.0,0.7,2020-11-08
9,Everton,74.5,2.0,0.7,2020-11-08
10,Wolves,76.2,1.8,0.5,2020-11-08
11,West Ham,73.9,2.0,0.8,2020-11-08
12,Crystal Palace,67.1,1.8,0.8,2020-11-08
13,Leeds United,66.3,1.9,1.0,2020-11-08
14,Brighton,71.8,1.9,0.7,2020-11-08
15,Newcastle,65.3,1.7,0.9,2020-11-08
16,Burnley,66.8,1.7,0.8,2020-11-08
17,Sheffield Utd,66.4,1.7,0.8,2020-11-08
18,Fulham,62.0,1.7,1.0,2020-11-08
19,West Brom,58.9,1.5,1.0,2020-11-08
