,team,spi,off,def,date
0,Man City,92.4,2.8,0.2,2021-05-19
1,Man United,85.7,2.4,0.5,2021-05-19
2,Chelsea,89.9,2.4,0.2,2021-05-19
3,Liverpool,88.8,2.7,0.4,2021-05-19
4,Leicester,79.7,2.1,0.6,2021-05-19
5,West Ham,75.9,2.2,0.8,2021-05-19
6,Tottenham,76.9,2.2,0.8,2021-05-19
7,Everton,73.3,1.9,0.7,2021-05-19
8,Arsenal,82.7,2.2,0.5,2021-05-19
9,Leeds United,74.7,2.1,0.8,2021-05-19
10,Aston Villa,72.7,2.0,0.8,2021-05-19
11,Wolves,69.5,1.7,0.7,2021-05-19
12,Crystal Palace,61.9,1.7,1.0,2021-05-19
13,Southamon,67.1,1.9,0.9,2021-05-19
14,Newcastle,66.8,1.9,1.0,2021-05-19
15,Brighton,79.7,2.0,0.5,2021-05-19
16,Burnley,66.9,1.9,0.9,2021-05-19
17,Fulham,68.7,1.7,0.7,2021-05-19
18,West Brom,60.1,1.8,1.1,2021-05-19
19,Sheffield Utd,55.7,1.5,1.0,2021-05-19
