,team,spi,off,def,date
0,Man City,93.8,2.9,0.2,2021-01-20
1,Man United,85.1,2.5,0.5,2021-01-20
2,Liverpool,88.8,2.6,0.4,2021-01-20
3,Leicester,80.9,2.2,0.5,2021-01-20
4,Tottenham,81.7,2.3,0.6,2021-01-20
5,Chelsea,85.7,2.4,0.4,2021-01-20
6,Everton,74.8,2.0,0.7,2021-01-20
7,Aston Villa,77.7,2.2,0.7,2021-01-20
8,West Ham,75.6,2.0,0.7,2021-01-20
9,Arsenal,81.3,2.2,0.5,2021-01-20
10,Southamon,73.9,1.9,0.6,2021-01-20
11,Leeds United,67.6,2.0,1.0,2021-01-20
12,Wolves,71.7,1.8,0.7,2021-01-20
13,Crystal Palace,66.9,1.7,0.8,2021-01-20
14,Brighton,73.9,1.9,0.7,2021-01-20
15,Burnley,66.9,1.6,0.7,2021-01-20
16,Newcastle,61.0,1.6,0.9,2021-01-20
17,Fulham,65.5,1.7,0.8,2021-01-20
18,West Brom,53.0,1.5,1.2,2021-01-20
19,Sheffield Utd,63.1,1.6,0.9,2021-01-20
