,team,spi,off,def,date
0,Man City,93.7,2.9,0.2,2021-01-04
1,Liverpool,88.6,2.6,0.4,2021-01-04
2,Man United,84.5,2.5,0.6,2021-01-04
3,Tottenham,81.6,2.3,0.6,2021-01-04
4,Chelsea,85.8,2.4,0.5,2021-01-04
5,Leicester,79.1,2.1,0.6,2021-01-04
6,Aston Villa,78.5,2.2,0.7,2021-01-04
7,Everton,74.5,2.0,0.7,2021-01-04
8,Arsenal,80.5,2.2,0.6,2021-01-04
9,Southamon,74.7,1.9,0.6,2021-01-04
10,West Ham,75.5,2.0,0.7,2021-01-04
11,Wolves,74.1,1.8,0.6,2021-01-04
12,Leeds United,68.2,2.1,1.1,2021-01-04
13,Crystal Palace,66.1,1.8,0.9,2021-01-04
14,Newcastle,63.5,1.6,0.9,2021-01-04
15,Brighton,73.2,2.0,0.7,2021-01-04
16,Burnley,67.5,1.7,0.7,2021-01-04
17,Fulham,66.1,1.7,0.8,2021-01-04
18,West Brom,51.6,1.5,1.2,2021-01-04
19,Sheffield Utd,62.4,1.6,0.9,2021-01-04
