,team,spi,off,def,date
0,Man City,93.9,2.9,0.2,2021-02-17
1,Man United,85.8,2.5,0.5,2021-02-17
2,Liverpool,88.8,2.6,0.4,2021-02-17
3,Leicester,80.4,2.1,0.5,2021-02-17
4,Chelsea,87.0,2.3,0.3,2021-02-17
5,West Ham,76.1,2.0,0.7,2021-02-17
6,Tottenham,77.4,2.1,0.7,2021-02-17
7,Aston Villa,75.0,2.1,0.7,2021-02-17
8,Arsenal,81.1,2.1,0.5,2021-02-17
9,Everton,71.4,1.9,0.8,2021-02-17
10,Leeds United,69.0,2.1,1.0,2021-02-17
11,Wolves,73.7,1.8,0.6,2021-02-17
12,Southamon,69.4,1.8,0.8,2021-02-17
13,Brighton,77.0,2.0,0.6,2021-02-17
14,Burnley,69.3,1.7,0.7,2021-02-17
15,Crystal Palace,62.8,1.7,1.0,2021-02-17
16,Newcastle,62.5,1.7,0.9,2021-02-17
17,Fulham,68.3,1.7,0.7,2021-02-17
18,Sheffield Utd,64.6,1.6,0.8,2021-02-17
19,West Brom,53.8,1.6,1.2,2021-02-17
