,team,spi,off,def,date
0,Man City,93.5,2.9,0.2,2020-12-16
1,Liverpool,87.1,2.6,0.5,2020-12-16
2,Man United,84.2,2.4,0.5,2020-12-16
3,Chelsea,87.0,2.5,0.4,2020-12-16
4,Tottenham,82.5,2.3,0.5,2020-12-16
5,Leicester,77.4,2.1,0.7,2020-12-16
6,Southamon,75.6,2.0,0.7,2020-12-16
7,Everton,75.1,2.1,0.7,2020-12-16
8,Aston Villa,74.6,2.1,0.8,2020-12-16
9,West Ham,74.2,2.0,0.7,2020-12-16
10,Wolves,75.8,1.8,0.5,2020-12-16
11,Arsenal,78.6,2.1,0.6,2020-12-16
12,Leeds United,68.6,2.0,1.0,2020-12-16
13,Crystal Palace,70.0,1.8,0.8,2020-12-16
14,Newcastle,64.0,1.7,0.9,2020-12-16
15,Brighton,72.4,1.9,0.7,2020-12-16
16,Burnley,65.9,1.7,0.8,2020-12-16
17,Fulham,64.5,1.7,0.9,2020-12-16
18,West Brom,56.0,1.5,1.1,2020-12-16
19,Sheffield Utd,63.6,1.6,0.9,2020-12-16
