,team,spi,off,def,date
0,Man City,93.7,2.9,0.2,2021-03-17
1,Man United,87.8,2.5,0.4,2021-03-17
2,Leicester,79.3,2.1,0.5,2021-03-17
3,Chelsea,89.4,2.3,0.2,2021-03-17
4,Liverpool,87.8,2.5,0.4,2021-03-17
5,West Ham,77.7,2.1,0.6,2021-03-17
6,Tottenham,80.1,2.2,0.6,2021-03-17
7,Arsenal,83.9,2.3,0.5,2021-03-17
8,Everton,71.5,1.9,0.8,2021-03-17
9,Aston Villa,74.4,2.0,0.7,2021-03-17
10,Leeds United,71.1,2.0,0.9,2021-03-17
11,Wolves,73.0,1.8,0.6,2021-03-17
12,Southamon,70.1,1.9,0.8,2021-03-17
13,Crystal Palace,60.9,1.6,1.0,2021-03-17
14,Burnley,67.6,1.7,0.8,2021-03-17
15,Brighton,76.9,2.0,0.6,2021-03-17
16,Newcastle,63.1,1.6,0.9,2021-03-17
17,Fulham,71.3,1.7,0.6,2021-03-17
18,West Brom,57.1,1.5,1.1,2021-03-17
19,Sheffield Utd,58.3,1.5,1.0,2021-03-17
