,team,spi,off,def,date
0,Man City,94.2,3.1,0.2,2020-09-21
1,Liverpool,91.4,2.8,0.3,2020-09-21
2,Man United,85.4,2.4,0.5,2020-09-21
3,Chelsea,84.2,2.4,0.5,2020-09-21
4,Leicester,79.6,2.2,0.6,2020-09-21
5,Arsenal,78.8,2.2,0.6,2020-09-21
6,Tottenham,78.6,2.2,0.7,2020-09-21
7,Everton,75.8,2.0,0.7,2020-09-21
8,Wolves,78.5,1.9,0.5,2020-09-21
9,Crystal Palace,69.7,1.8,0.7,2020-09-21
10,Brighton,70.3,1.8,0.7,2020-09-21
11,Southamon,70.9,2.0,0.8,2020-09-21
12,Aston Villa,67.6,1.8,0.8,2020-09-21
13,Burnley,69.2,1.8,0.8,2020-09-21
14,West Ham,69.0,1.9,0.9,2020-09-21
15,Leeds United,63.6,1.8,1.0,2020-09-21
16,Newcastle,64.8,1.7,0.9,2020-09-21
17,Sheffield Utd,67.6,1.7,0.8,2020-09-21
18,Fulham,61.8,1.7,1.0,2020-09-21
19,West Brom,58.2,1.6,1.1,2020-09-21
