,team,spi,off,def,date
0,Man City,93.0,2.9,0.3,2020-11-04
1,Liverpool,88.6,2.8,0.5,2020-11-04
2,Chelsea,85.6,2.4,0.5,2020-11-04
3,Leicester,79.9,2.2,0.6,2020-11-04
4,Tottenham,80.5,2.3,0.6,2020-11-04
5,Arsenal,80.7,2.1,0.5,2020-11-04
6,Man United,83.2,2.3,0.5,2020-11-04
7,Everton,75.2,2.1,0.7,2020-11-04
8,Southamon,73.4,2.0,0.8,2020-11-04
9,Wolves,76.1,1.8,0.5,2020-11-04
10,Aston Villa,71.4,2.0,0.9,2020-11-04
11,West Ham,74.4,2.1,0.7,2020-11-04
12,Leeds United,67.5,1.9,0.9,2020-11-04
13,Newcastle,65.5,1.7,0.9,2020-11-04
14,Crystal Palace,66.3,1.7,0.8,2020-11-04
15,Brighton,71.0,1.9,0.8,2020-11-04
16,Burnley,67.3,1.7,0.8,2020-11-04
17,Sheffield Utd,67.4,1.7,0.7,2020-11-04
18,Fulham,61.4,1.7,1.0,2020-11-04
19,West Brom,59.0,1.6,1.0,2020-11-04
