,team,spi,off,def,date
0,Man City,93.3,2.8,0.2,2021-05-05
1,Man United,89.1,2.5,0.3,2021-05-05
2,Leicester,80.5,2.1,0.5,2021-05-05
3,Chelsea,89.4,2.3,0.2,2021-05-05
4,Liverpool,88.1,2.6,0.4,2021-05-05
5,West Ham,74.9,2.1,0.8,2021-05-05
6,Tottenham,77.9,2.2,0.7,2021-05-05
7,Everton,72.6,1.9,0.7,2021-05-05
8,Arsenal,83.9,2.2,0.4,2021-05-05
9,Aston Villa,74.5,2.0,0.7,2021-05-05
10,Leeds United,71.7,2.0,0.8,2021-05-05
11,Wolves,69.9,1.7,0.7,2021-05-05
12,Southamon,67.0,1.9,0.9,2021-05-05
13,Crystal Palace,59.1,1.6,1.0,2021-05-05
14,Brighton,80.1,2.0,0.4,2021-05-05
15,Burnley,68.1,1.9,0.9,2021-05-05
16,Newcastle,63.3,1.7,1.0,2021-05-05
17,Fulham,70.0,1.7,0.7,2021-05-05
18,West Brom,59.8,1.7,1.1,2021-05-05
19,Sheffield Utd,56.0,1.5,1.0,2021-05-05
