,team,spi,off,def,date
0,Man City,94.1,3.1,0.2,2020-09-14
1,Liverpool,90.6,2.8,0.4,2020-09-14
2,Man United,86.8,2.4,0.4,2020-09-14
3,Chelsea,85.0,2.5,0.5,2020-09-14
4,Leicester,80.3,2.1,0.5,2020-09-14
5,Arsenal,79.2,2.2,0.6,2020-09-14
6,Wolves,78.5,1.9,0.5,2020-09-14
7,Tottenham,77.9,2.1,0.6,2020-09-14
8,Everton,75.0,1.9,0.6,2020-09-14
9,Southamon,72.3,2.0,0.8,2020-09-14
10,Crystal Palace,68.0,1.7,0.8,2020-09-14
11,Burnley,69.1,1.8,0.8,2020-09-14
12,West Ham,68.8,1.9,0.9,2020-09-14
13,Newcastle,66.5,1.7,0.8,2020-09-14
14,Brighton,68.5,1.8,0.8,2020-09-14
15,Sheffield Utd,68.4,1.7,0.7,2020-09-14
16,Aston Villa,66.5,1.8,0.9,2020-09-14
17,Leeds United,64.3,1.8,0.9,2020-09-14
18,Fulham,62.0,1.7,1.0,2020-09-14
19,West Brom,60.2,1.6,1.0,2020-09-14
