,team,spi,off,def,date
0,Man City,93.3,2.8,0.2,2020-12-21
1,Liverpool,88.6,2.7,0.4,2020-12-21
2,Man United,83.9,2.5,0.6,2020-12-21
3,Chelsea,87.3,2.5,0.4,2020-12-21
4,Tottenham,81.5,2.3,0.6,2020-12-21
5,Leicester,78.5,2.2,0.6,2020-12-21
6,Everton,74.9,2.1,0.7,2020-12-21
7,Aston Villa,77.0,2.1,0.7,2020-12-21
8,Southamon,75.9,2.0,0.7,2020-12-21
9,West Ham,73.7,2.0,0.7,2020-12-21
10,Wolves,75.0,1.8,0.6,2020-12-21
11,Arsenal,78.9,2.1,0.6,2020-12-21
12,Leeds United,67.0,2.1,1.1,2020-12-21
13,Crystal Palace,67.5,1.8,0.9,2020-12-21
14,Brighton,73.1,1.9,0.7,2020-12-21
15,Newcastle,63.4,1.7,0.9,2020-12-21
16,Burnley,66.2,1.7,0.8,2020-12-21
17,Fulham,65.2,1.7,0.9,2020-12-21
18,Sheffield Utd,63.0,1.7,0.9,2020-12-21
19,West Brom,54.4,1.5,1.1,2020-12-21
