,team,spi,off,def,date
0,Man City,93.8,2.9,0.2,2021-01-27
1,Man United,84.2,2.4,0.5,2021-01-27
2,Liverpool,88.4,2.6,0.4,2021-01-27
3,Leicester,81.2,2.1,0.5,2021-01-27
4,Tottenham,81.7,2.3,0.6,2021-01-27
5,Chelsea,85.6,2.3,0.4,2021-01-27
6,West Ham,76.1,2.1,0.7,2021-01-27
7,Everton,74.7,2.0,0.7,2021-01-27
8,Aston Villa,78.2,2.2,0.7,2021-01-27
9,Arsenal,81.8,2.2,0.5,2021-01-27
10,Southamon,73.1,1.9,0.7,2021-01-27
11,Leeds United,67.5,2.0,1.0,2021-01-27
12,Wolves,72.4,1.8,0.7,2021-01-27
13,Burnley,67.2,1.7,0.8,2021-01-27
14,Crystal Palace,65.7,1.7,0.9,2021-01-27
15,Brighton,74.7,1.9,0.6,2021-01-27
16,Newcastle,60.5,1.6,0.9,2021-01-27
17,Fulham,64.8,1.7,0.8,2021-01-27
18,Sheffield Utd,64.4,1.6,0.8,2021-01-27
19,West Brom,52.3,1.5,1.2,2021-01-27
