,team,spi,off,def,date
0,Man City,92.5,2.9,0.3,2020-10-28
1,Liverpool,87.4,2.8,0.5,2020-10-28
2,Man United,84.4,2.4,0.5,2020-10-28
3,Chelsea,84.3,2.4,0.5,2020-10-28
4,Tottenham,81.2,2.3,0.6,2020-10-28
5,Leicester,79.1,2.1,0.6,2020-10-28
6,Everton,76.0,2.1,0.7,2020-10-28
7,Arsenal,78.7,2.1,0.6,2020-10-28
8,Aston Villa,71.2,2.0,0.8,2020-10-28
9,West Ham,74.4,2.1,0.8,2020-10-28
10,Southamon,74.2,2.0,0.7,2020-10-28
11,Wolves,75.4,1.8,0.5,2020-10-28
12,Leeds United,68.8,1.9,0.9,2020-10-28
13,Crystal Palace,67.2,1.7,0.8,2020-10-28
14,Brighton,71.0,1.9,0.8,2020-10-28
15,Newcastle,64.9,1.7,0.9,2020-10-28
16,Burnley,68.3,1.7,0.8,2020-10-28
17,Sheffield Utd,67.4,1.7,0.8,2020-10-28
18,West Brom,59.6,1.6,1.0,2020-10-28
19,Fulham,60.4,1.7,1.1,2020-10-28
