,team,spi,off,def,date
0,Man City,93.8,2.9,0.2,2021-02-24
1,Man United,87.1,2.6,0.5,2021-02-24
2,Leicester,79.9,2.1,0.5,2021-02-24
3,Liverpool,88.0,2.6,0.4,2021-02-24
4,Chelsea,87.8,2.3,0.3,2021-02-24
5,West Ham,76.1,2.0,0.7,2021-02-24
6,Everton,72.6,1.9,0.7,2021-02-24
7,Tottenham,78.1,2.2,0.7,2021-02-24
8,Aston Villa,74.8,2.1,0.7,2021-02-24
9,Arsenal,81.2,2.1,0.5,2021-02-24
10,Leeds United,71.1,2.1,1.0,2021-02-24
11,Wolves,72.9,1.8,0.6,2021-02-24
12,Southamon,68.6,1.8,0.8,2021-02-24
13,Brighton,77.3,2.0,0.6,2021-02-24
14,Crystal Palace,62.1,1.7,1.0,2021-02-24
15,Burnley,68.6,1.7,0.7,2021-02-24
16,Newcastle,62.6,1.6,0.9,2021-02-24
17,Fulham,69.1,1.7,0.7,2021-02-24
18,West Brom,55.1,1.6,1.1,2021-02-24
19,Sheffield Utd,64.1,1.6,0.8,2021-02-24
