,team,spi,off,def,date
0,Man City,93.3,2.8,0.2,2020-12-30
1,Liverpool,88.1,2.6,0.4,2020-12-30
2,Man United,84.5,2.5,0.6,2020-12-30
3,Chelsea,86.8,2.5,0.4,2020-12-30
4,Tottenham,81.2,2.2,0.6,2020-12-30
5,Leicester,78.9,2.1,0.6,2020-12-30
6,Aston Villa,78.7,2.2,0.6,2020-12-30
7,Everton,75.2,2.0,0.7,2020-12-30
8,Southamon,75.3,1.9,0.6,2020-12-30
9,Arsenal,79.6,2.1,0.6,2020-12-30
10,West Ham,74.5,2.0,0.7,2020-12-30
11,Wolves,75.2,1.8,0.5,2020-12-30
12,Leeds United,68.8,2.1,1.0,2020-12-30
13,Crystal Palace,65.2,1.8,0.9,2020-12-30
14,Newcastle,63.5,1.6,0.9,2020-12-30
15,Brighton,73.0,1.9,0.7,2020-12-30
16,Burnley,67.5,1.7,0.7,2020-12-30
17,Fulham,66.1,1.7,0.8,2020-12-30
18,West Brom,53.3,1.5,1.1,2020-12-30
19,Sheffield Utd,62.8,1.6,0.9,2020-12-30
