,team,spi,off,def,date
0,Man City,93.7,2.9,0.2,2021-04-07
1,Man United,87.7,2.4,0.4,2021-04-07
2,Leicester,78.5,2.0,0.6,2021-04-07
3,Liverpool,88.9,2.6,0.4,2021-04-07
4,Chelsea,87.4,2.3,0.3,2021-04-07
5,West Ham,76.6,2.2,0.7,2021-04-07
6,Tottenham,78.6,2.2,0.7,2021-04-07
7,Everton,71.6,1.9,0.8,2021-04-07
8,Arsenal,81.4,2.2,0.5,2021-04-07
9,Aston Villa,73.8,1.9,0.7,2021-04-07
10,Leeds United,71.6,2.1,0.9,2021-04-07
11,Southamon,70.3,1.9,0.8,2021-04-07
12,Wolves,73.3,1.8,0.6,2021-04-07
13,Crystal Palace,60.5,1.6,1.0,2021-04-07
14,Brighton,78.0,2.0,0.6,2021-04-07
15,Burnley,66.5,1.7,0.8,2021-04-07
16,Newcastle,63.9,1.7,0.9,2021-04-07
17,Fulham,70.1,1.7,0.7,2021-04-07
18,West Brom,59.4,1.7,1.1,2021-04-07
19,Sheffield Utd,58.1,1.5,1.0,2021-04-07
