,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,8,6,2,0,21,3,18,20,2.6,2018-10-07,MCI,2018
2,2,Chelsea,8,6,2,0,18,5,13,20,2.2,2018-10-07,CHE,2018
4,3,Liverpool,8,6,2,0,15,3,12,20,2.2,2018-10-07,LIV,2018
6,4,Arsenal,8,6,0,2,19,10,9,18,3.0,2018-10-07,ARS,2018
8,5,Tottenham Hotspur,8,6,0,2,15,7,8,18,1.8,2018-10-06,TOT,2018
10,6,Bournemouth,8,5,1,2,16,12,4,16,1.8,2018-10-06,BOU,2018
12,7,Wolverhampton Wanderers,8,4,3,1,9,6,3,15,2.6,2018-10-06,WOL,2018
14,8,Manchester United,8,4,1,3,13,14,-1,13,2.0,2018-10-06,MUN,2018
16,9,Watford,8,4,1,3,11,12,-1,13,0.8,2018-10-06,WAT,2018
18,10,Leicester City,8,4,0,4,14,12,2,12,1.2,2018-10-06,LEI,2018
20,11,Everton,8,3,3,2,13,12,1,12,1.4,2018-10-06,EVE,2018
22,12,Burnley,8,2,2,4,10,12,-2,8,1.4,2018-10-06,BUR,2018
24,13,Brighton and Hove Albion,8,2,2,4,9,13,-4,8,1.0,2018-10-05,BHA,2018
26,14,Crystal Palace,8,2,1,5,5,9,-4,7,0.8,2018-10-06,CRY,2018
28,15,West Ham United,8,2,1,5,8,13,-5,7,1.4,2018-10-05,WHU,2018
30,16,Southampton,8,1,2,5,6,14,-8,5,0.8,2018-10-07,SOU,2018
32,17,Fulham,8,1,2,5,9,21,-12,5,0.4,2018-10-07,FUL,2018
34,18,Huddersfield Town,8,0,3,5,4,17,-13,3,0.4,2018-10-06,HUD,2018
36,19,Newcastle United,8,0,2,6,6,13,-7,2,0.2,2018-10-06,NEW,2018
38,20,Cardiff City,8,0,2,6,4,17,-13,2,0.0,2018-10-06,CAR,2018
