,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Liverpool,17,14,3,0,37,7,30,45,3.0,2018-12-16,LIV,2018
2,2,Manchester City,17,14,2,1,48,10,38,44,2.4,2018-12-15,MCI,2018
4,3,Tottenham Hotspur,17,13,0,4,31,16,15,39,2.4,2018-12-15,TOT,2018
6,4,Chelsea,17,11,4,2,35,14,21,37,1.8,2018-12-16,CHE,2018
8,5,Arsenal,17,10,4,3,37,23,14,34,2.0,2018-12-16,ARS,2018
10,6,Manchester United,17,7,5,5,29,29,0,26,1.2,2018-12-16,MUN,2018
12,7,Wolverhampton Wanderers,17,7,4,6,19,19,0,25,1.8,2018-12-15,WOL,2018
14,8,Everton,17,6,6,5,24,22,2,24,1.0,2018-12-15,EVE,2018
16,9,West Ham United,17,7,3,7,25,25,0,24,2.4,2018-12-15,WHU,2018
18,10,Watford,17,7,3,7,23,25,-2,24,0.8,2018-12-15,WAT,2018
20,11,Bournemouth,17,7,2,8,25,28,-3,23,0.6,2018-12-15,BOU,2018
22,12,Leicester City,17,6,4,7,21,21,0,22,1.0,2018-12-15,LEI,2018
24,13,Brighton and Hove Albion,17,6,3,8,20,24,-4,21,1.4,2018-12-16,BHA,2018
26,14,Newcastle United,17,4,4,9,14,22,-8,16,1.4,2018-12-15,NEW,2018
28,15,Crystal Palace,17,4,3,10,14,23,-9,15,1.4,2018-12-15,CRY,2018
30,16,Cardiff City,17,4,2,11,17,33,-16,14,1.2,2018-12-15,CAR,2018
32,17,Southampton,17,2,6,9,16,32,-16,12,0.8,2018-12-16,SOU,2018
34,18,Burnley,17,3,3,11,15,33,-18,12,0.6,2018-12-15,BUR,2018
36,19,Huddersfield Town,17,2,4,11,10,28,-18,10,0.6,2018-12-15,HUD,2018
38,20,Fulham,17,2,3,12,16,42,-26,9,0.8,2018-12-15,FUL,2018
