,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Liverpool,19,16,3,0,43,7,36,51,3.0,2018-12-26,LIV,2018
2,2,Tottenham Hotspur,19,15,0,4,42,18,24,45,3.0,2018-12-26,TOT,2018
4,3,Manchester City,19,14,2,3,51,15,36,44,1.2,2018-12-26,MCI,2018
6,4,Chelsea,19,12,4,3,37,16,21,40,1.8,2018-12-26,CHE,2018
8,5,Arsenal,19,11,5,3,41,25,16,38,1.6,2018-12-26,ARS,2018
10,6,Manchester United,19,9,5,5,37,31,6,32,2.0,2018-12-26,MUN,2018
12,7,Leicester City,19,8,4,7,24,22,2,28,1.4,2018-12-26,LEI,2018
14,8,Everton,19,7,6,6,31,29,2,27,1.0,2018-12-26,EVE,2018
16,9,West Ham United,19,8,3,8,27,28,-1,27,2.4,2018-12-27,WHU,2018
18,10,Watford,19,8,3,8,26,27,-1,27,1.4,2018-12-26,WAT,2018
20,11,Wolverhampton Wanderers,19,7,5,7,20,22,-2,26,2.0,2018-12-26,WOL,2018
22,12,Bournemouth,19,8,2,9,27,33,-6,26,1.2,2018-12-26,BOU,2018
24,13,Brighton and Hove Albion,19,6,4,9,21,27,-6,22,0.8,2018-12-26,BHA,2018
26,14,Crystal Palace,19,5,4,10,17,25,-8,19,1.4,2018-12-26,CRY,2018
28,15,Newcastle United,19,4,5,10,14,26,-12,17,1.0,2018-12-26,NEW,2018
30,16,Southampton,19,3,6,10,20,35,-15,15,1.2,2018-12-27,SOU,2018
32,17,Cardiff City,19,4,3,12,18,38,-20,15,0.8,2018-12-26,CAR,2018
34,18,Burnley,19,3,3,13,17,41,-24,12,0.6,2018-12-26,BUR,2018
36,19,Fulham,19,2,5,12,17,43,-26,11,0.6,2018-12-26,FUL,2018
38,20,Huddersfield Town,19,2,4,13,12,34,-22,10,0.0,2018-12-26,HUD,2018
