,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Liverpool,1,1,0,0,4,0,4,3,3.0,2018-08-12,LIV,2018
2,2,Chelsea,1,1,0,0,3,0,3,3,3.0,2018-08-11,CHE,2018
4,3,Bournemouth,1,1,0,0,2,0,2,3,3.0,2018-08-11,BOU,2018
6,4,Crystal Palace,1,1,0,0,2,0,2,3,3.0,2018-08-11,CRY,2018
8,5,Manchester City,1,1,0,0,2,0,2,3,3.0,2018-08-12,MCI,2018
10,6,Watford,1,1,0,0,2,0,2,3,3.0,2018-08-11,WAT,2018
12,7,Manchester United,1,1,0,0,2,1,1,3,3.0,2018-08-10,MUN,2018
14,8,Tottenham Hotspur,1,1,0,0,2,1,1,3,3.0,2018-08-11,TOT,2018
16,9,Everton,1,0,1,0,2,2,0,1,1.0,2018-08-11,EVE,2018
18,10,Wolverhampton Wanderers,1,0,1,0,2,2,0,1,1.0,2018-08-11,WOL,2018
20,11,Burnley,1,0,1,0,0,0,0,1,1.0,2018-08-12,BUR,2018
22,12,Southampton,1,0,1,0,0,0,0,1,1.0,2018-08-12,SOU,2018
24,13,Leicester City,1,0,0,1,1,2,-1,0,0.0,2018-08-10,LEI,2018
26,14,Newcastle United,1,0,0,1,1,2,-1,0,0.0,2018-08-11,NEW,2018
28,15,Arsenal,1,0,0,1,0,2,-2,0,0.0,2018-08-12,ARS,2018
30,16,Brighton and Hove Albion,1,0,0,1,0,2,-2,0,0.0,2018-08-11,BHA,2018
32,17,Cardiff City,1,0,0,1,0,2,-2,0,0.0,2018-08-11,CAR,2018
34,18,Fulham,1,0,0,1,0,2,-2,0,0.0,2018-08-11,FUL,2018
36,19,Huddersfield Town,1,0,0,1,0,3,-3,0,0.0,2018-08-11,HUD,2018
38,20,West Ham United,1,0,0,1,0,4,-4,0,0.0,2018-08-12,WHU,2018
