,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Manchester City,11,9,2,0,33,4,29,29,2.6,2018-11-04,MCI,2018
2,2,Chelsea,11,8,3,0,27,8,19,27,2.2,2018-11-04,CHE,2018
4,3,Liverpool,11,8,3,0,21,5,16,27,1.8,2018-11-03,LIV,2018
6,4,Tottenham Hotspur,11,8,0,3,19,10,9,24,2.4,2018-11-03,TOT,2018
8,5,Arsenal,11,7,2,2,25,14,11,23,2.2,2018-11-03,ARS,2018
10,6,Bournemouth,11,6,2,3,20,14,6,20,2.0,2018-11-03,BOU,2018
12,7,Manchester United,11,6,2,3,19,18,1,20,2.0,2018-11-03,MUN,2018
14,8,Watford,11,6,1,4,16,13,3,19,1.2,2018-11-03,WAT,2018
16,9,Everton,11,5,3,3,19,15,4,18,2.4,2018-11-03,EVE,2018
18,10,Leicester City,11,5,1,5,17,16,1,16,1.4,2018-11-03,LEI,2018
20,11,Wolverhampton Wanderers,11,4,3,4,11,12,-1,15,1.2,2018-11-03,WOL,2018
22,12,Brighton and Hove Albion,11,4,2,5,12,16,-4,14,1.8,2018-11-03,BHA,2018
24,13,West Ham United,11,3,2,6,13,17,-4,11,1.4,2018-11-03,WHU,2018
26,14,Crystal Palace,11,2,2,7,8,16,-8,8,0.2,2018-11-04,CRY,2018
28,15,Burnley,11,2,2,7,12,25,-13,8,0.8,2018-11-03,BUR,2018
30,16,Southampton,11,1,4,6,7,20,-13,7,0.4,2018-11-04,SOU,2018
32,17,Newcastle United,11,1,3,7,7,14,-7,6,0.8,2018-11-03,NEW,2018
34,18,Huddersfield Town,11,1,3,7,5,21,-16,6,0.8,2018-11-05,HUD,2018
36,19,Cardiff City,11,1,2,8,9,24,-15,5,0.6,2018-11-03,CAR,2018
38,20,Fulham,11,1,2,8,11,29,-18,5,0.0,2018-11-05,FUL,2018
