,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Liverpool,4,4,0,0,9,1,8,12,3.0,2018-09-01,LIV,2018
2,2,Chelsea,4,4,0,0,10,3,7,12,3.0,2018-09-01,CHE,2018
4,3,Watford,4,4,0,0,9,3,6,12,3.0,2018-09-02,WAT,2018
6,4,Manchester City,4,3,1,0,11,3,8,10,2.5,2018-09-01,MCI,2018
8,5,Tottenham Hotspur,4,3,0,1,9,4,5,9,2.25,2018-09-02,TOT,2018
10,6,Bournemouth,4,2,1,1,6,5,1,7,1.75,2018-09-01,BOU,2018
12,7,Everton,4,1,3,0,7,6,1,6,1.5,2018-09-01,EVE,2018
14,8,Leicester City,4,2,0,2,6,5,1,6,1.5,2018-09-01,LEI,2018
16,9,Arsenal,4,2,0,2,8,8,0,6,1.5,2018-09-02,ARS,2018
18,10,Manchester United,4,2,0,2,6,7,-1,6,1.5,2018-09-02,MUN,2018
20,11,Wolverhampton Wanderers,4,1,2,1,4,5,-1,5,1.25,2018-09-01,WOL,2018
22,12,Southampton,4,1,1,2,4,4,0,4,1.0,2018-09-01,SOU,2018
24,13,Fulham,4,1,1,2,7,9,-2,4,1.0,2018-09-01,FUL,2018
26,14,Brighton and Hove Albion,4,1,1,2,5,7,-2,4,1.0,2018-09-01,BHA,2018
28,15,Crystal Palace,4,1,0,3,3,6,-3,3,0.75,2018-09-01,CRY,2018
30,16,Cardiff City,4,0,2,2,2,5,-3,2,0.5,2018-09-02,CAR,2018
32,17,Huddersfield Town,4,0,2,2,2,10,-8,2,0.5,2018-09-01,HUD,2018
34,18,Newcastle United,4,0,1,3,3,6,-3,1,0.25,2018-09-01,NEW,2018
36,19,Burnley,4,0,1,3,3,9,-6,1,0.25,2018-09-02,BUR,2018
38,20,West Ham United,4,0,0,4,2,10,-8,0,0.0,2018-09-01,WHU,2018
