,team,spi,off,def,date
0,Liverpool,92.4,2.9,0.3,2019-11-27
1,Man City,94.7,3.2,0.2,2019-11-27
2,Chelsea,86.7,2.6,0.5,2019-11-27
3,Leicester,83.7,2.2,0.4,2019-11-27
4,Tottenham,83.0,2.5,0.6,2019-11-27
5,Man United,81.0,2.2,0.5,2019-11-27
6,Arsenal,75.7,2.3,0.9,2019-11-27
7,Wolves,74.8,1.9,0.6,2019-11-27
8,Burnley,71.3,1.9,0.8,2019-11-27
9,Everton,77.3,2.0,0.6,2019-11-27
10,Sheffield Utd,68.9,1.8,0.8,2019-11-27
11,Crystal Palace,70.2,1.9,0.8,2019-11-27
12,Bournemouth,69.1,2.0,0.9,2019-11-27
13,Brighton,66.8,1.8,0.9,2019-11-27
14,Aston Villa,67.1,1.9,0.9,2019-11-27
15,Newcastle,64.1,1.7,0.9,2019-11-27
16,West Ham,65.5,1.9,1.0,2019-11-27
17,Southamon,65.3,1.9,1.0,2019-11-27
18,Watford,66.4,1.8,0.9,2019-11-27
19,Norwich,59.4,1.7,1.1,2019-11-27
