,team,spi,off,def,date
0,Liverpool,94.3,3.0,0.2,2020-02-02
1,Man City,94.3,3.2,0.3,2020-02-02
2,Leicester,81.4,2.3,0.6,2020-02-02
3,Chelsea,86.0,2.5,0.5,2020-02-02
4,Tottenham,79.9,2.3,0.6,2020-02-02
5,Wolves,79.7,2.0,0.5,2020-02-02
6,Man United,80.9,2.2,0.5,2020-02-02
7,Sheffield Utd,73.8,1.8,0.6,2020-02-02
8,Everton,78.9,2.1,0.6,2020-02-02
9,Southamon,71.5,2.0,0.8,2020-02-02
10,Arsenal,75.3,2.1,0.7,2020-02-02
11,Burnley,69.1,1.8,0.8,2020-02-02
12,Crystal Palace,68.3,1.7,0.8,2020-02-02
13,Newcastle,61.5,1.6,1.0,2020-02-02
14,Brighton,70.6,1.9,0.8,2020-02-02
15,Watford,71.1,1.9,0.8,2020-02-02
16,Bournemouth,63.5,1.8,1.0,2020-02-02
17,Aston Villa,61.8,1.9,1.2,2020-02-02
18,West Ham,64.9,1.9,1.0,2020-02-02
19,Norwich,61.7,1.7,1.0,2020-02-02
