,team,spi,off,def,date
0,Liverpool,92.7,2.9,0.3,2019-11-06
1,Man City,95.4,3.4,0.2,2019-11-06
2,Chelsea,86.5,2.6,0.5,2019-11-06
3,Leicester,82.3,2.2,0.5,2019-11-06
4,Tottenham,82.9,2.5,0.6,2019-11-06
5,Arsenal,77.5,2.3,0.8,2019-11-06
6,Man United,80.8,2.0,0.5,2019-11-06
7,Wolves,73.9,1.9,0.6,2019-11-06
8,Bournemouth,70.6,2.0,0.9,2019-11-06
9,Everton,77.7,2.0,0.6,2019-11-06
10,Crystal Palace,70.4,1.9,0.8,2019-11-06
11,Brighton,69.4,1.8,0.8,2019-11-06
12,Sheffield Utd,68.0,1.7,0.8,2019-11-06
13,Burnley,68.6,1.9,0.9,2019-11-06
14,West Ham,67.1,2.0,1.0,2019-11-06
15,Newcastle,65.4,1.7,0.9,2019-11-06
16,Aston Villa,65.8,1.9,1.0,2019-11-06
17,Southamon,65.5,1.9,1.0,2019-11-06
18,Watford,66.9,1.9,0.9,2019-11-06
19,Norwich,58.0,1.7,1.2,2019-11-06
