,team,spi,off,def,date
0,Liverpool,94.3,3.0,0.2,2020-01-22
1,Man City,94.1,3.3,0.3,2020-01-22
2,Leicester,81.3,2.3,0.6,2020-01-22
3,Chelsea,86.1,2.5,0.5,2020-01-22
4,Wolves,78.6,2.0,0.5,2020-01-22
5,Tottenham,80.1,2.3,0.7,2020-01-22
6,Man United,81.2,2.2,0.5,2020-01-22
7,Sheffield Utd,73.2,1.8,0.6,2020-01-22
8,Everton,78.0,2.0,0.6,2020-01-22
9,Southamon,71.9,2.0,0.8,2020-01-22
10,Arsenal,75.4,2.1,0.7,2020-01-22
11,Burnley,68.8,1.8,0.8,2020-01-22
12,Crystal Palace,68.6,1.7,0.8,2020-01-22
13,Newcastle,62.7,1.7,0.9,2020-01-22
14,Brighton,70.4,1.9,0.8,2020-01-22
15,Watford,72.4,1.9,0.7,2020-01-22
16,West Ham,66.0,1.9,1.0,2020-01-22
17,Aston Villa,62.0,1.9,1.1,2020-01-22
18,Bournemouth,63.5,1.7,1.0,2020-01-22
19,Norwich,60.2,1.7,1.1,2020-01-22
