,team,spi,off,def,date
0,Liverpool,92.6,2.9,0.3,2019-12-16
1,Man City,95.3,3.3,0.2,2019-12-16
2,Leicester,83.5,2.3,0.5,2019-12-16
3,Chelsea,85.2,2.6,0.6,2019-12-16
4,Tottenham,83.4,2.5,0.6,2019-12-16
5,Man United,81.5,2.2,0.5,2019-12-16
6,Wolves,76.1,1.9,0.6,2019-12-16
7,Arsenal,74.9,2.2,0.8,2019-12-16
8,Everton,77.5,2.1,0.6,2019-12-16
9,Sheffield Utd,70.4,1.8,0.7,2019-12-16
10,Crystal Palace,69.2,1.8,0.8,2019-12-16
11,Brighton,69.7,1.9,0.8,2019-12-16
12,Burnley,69.3,1.9,0.8,2019-12-16
13,Bournemouth,69.0,1.9,0.9,2019-12-16
14,Newcastle,64.8,1.7,0.9,2019-12-16
15,West Ham,66.1,1.9,1.0,2019-12-16
16,Aston Villa,65.2,1.9,1.0,2019-12-16
17,Southamon,65.8,1.9,1.0,2019-12-16
18,Watford,67.6,1.8,0.8,2019-12-16
19,Norwich,59.8,1.7,1.1,2019-12-16
