,team,spi,off,def,date
0,Liverpool,91.4,2.9,0.4,2019-12-04
1,Man City,95.0,3.3,0.2,2019-12-04
2,Leicester,84.1,2.3,0.4,2019-12-04
3,Chelsea,86.1,2.6,0.5,2019-12-04
4,Tottenham,82.7,2.5,0.7,2019-12-04
5,Man United,80.1,2.1,0.6,2019-12-04
6,Wolves,74.7,1.9,0.6,2019-12-04
7,Arsenal,75.7,2.3,0.9,2019-12-04
8,Crystal Palace,70.6,1.8,0.7,2019-12-04
9,Sheffield Utd,69.8,1.8,0.7,2019-12-04
10,Everton,77.3,2.1,0.6,2019-12-04
11,Burnley,70.3,1.9,0.8,2019-12-04
12,Brighton,68.1,1.8,0.9,2019-12-04
13,Bournemouth,69.4,2.0,0.9,2019-12-04
14,Aston Villa,67.5,1.9,0.9,2019-12-04
15,Southamon,66.4,1.9,1.0,2019-12-04
16,Newcastle,63.9,1.7,0.9,2019-12-04
17,West Ham,65.9,1.9,1.0,2019-12-04
18,Watford,65.5,1.8,0.9,2019-12-04
19,Norwich,58.7,1.7,1.2,2019-12-04
