,team,spi,off,def,date
0,Man City,95.8,3.4,0.2,2019-10-02
1,Liverpool,92.3,2.9,0.3,2019-10-02
2,Chelsea,85.0,2.5,0.5,2019-10-02
3,Tottenham,82.6,2.4,0.6,2019-10-02
4,Arsenal,79.3,2.4,0.8,2019-10-02
5,Leicester,79.2,2.0,0.5,2019-10-02
6,Man United,81.8,2.2,0.5,2019-10-02
7,Everton,76.8,2.0,0.6,2019-10-02
8,West Ham,70.0,2.0,0.9,2019-10-02
9,Bournemouth,68.5,2.1,1.0,2019-10-02
10,Crystal Palace,70.4,1.9,0.8,2019-10-02
11,Burnley,69.8,1.9,0.8,2019-10-02
12,Wolves,71.9,1.9,0.7,2019-10-02
13,Southamon,70.7,1.9,0.8,2019-10-02
14,Sheffield Utd,65.5,1.7,0.8,2019-10-02
15,Norwich,63.2,1.8,1.0,2019-10-02
16,Brighton,65.8,1.7,0.8,2019-10-02
17,Newcastle,65.8,1.7,0.8,2019-10-02
18,Watford,65.9,2.0,1.0,2019-10-02
19,Aston Villa,64.1,1.7,0.9,2019-10-02
