,team,spi,off,def,date
0,Liverpool,94.0,2.9,0.2,2020-02-26
1,Man City,95.1,3.2,0.2,2020-02-26
2,Leicester,81.0,2.2,0.5,2020-02-26
3,Chelsea,84.6,2.4,0.5,2020-02-26
4,Man United,82.6,2.2,0.5,2020-02-26
5,Tottenham,79.1,2.2,0.7,2020-02-26
6,Wolves,81.3,2.1,0.5,2020-02-26
7,Sheffield Utd,73.7,1.8,0.6,2020-02-26
8,Arsenal,77.1,2.2,0.7,2020-02-26
9,Everton,78.9,2.1,0.6,2020-02-26
10,Burnley,70.2,1.8,0.8,2020-02-26
11,Southamon,72.0,2.0,0.8,2020-02-26
12,Crystal Palace,69.0,1.7,0.7,2020-02-26
13,Newcastle,59.4,1.6,1.0,2020-02-26
14,Brighton,70.7,1.9,0.8,2020-02-26
15,West Ham,65.5,1.9,1.0,2020-02-26
16,Watford,70.1,1.9,0.8,2020-02-26
17,Bournemouth,62.5,1.8,1.1,2020-02-26
18,Aston Villa,60.5,1.9,1.2,2020-02-26
19,Norwich,60.4,1.7,1.0,2020-02-26
