,team,spi,off,def,date
0,Man City,95.5,3.3,0.2,2019-09-22
1,Liverpool,92.4,2.8,0.3,2019-09-22
2,Chelsea,84.1,2.5,0.6,2019-09-22
3,Tottenham,83.7,2.4,0.5,2019-09-22
4,Man United,82.2,2.2,0.5,2019-09-22
5,Arsenal,78.6,2.4,0.8,2019-09-22
6,Leicester,77.5,2.0,0.6,2019-09-22
7,West Ham,70.2,1.9,0.8,2019-09-22
8,Everton,76.5,2.0,0.6,2019-09-22
9,Bournemouth,68.6,2.1,1.0,2019-09-22
10,Crystal Palace,70.0,1.9,0.8,2019-09-22
11,Burnley,69.6,1.8,0.8,2019-09-22
12,Southamon,69.7,1.9,0.8,2019-09-22
13,Wolves,71.9,1.9,0.7,2019-09-22
14,Newcastle,67.9,1.7,0.8,2019-09-22
15,Sheffield Utd,65.0,1.7,0.9,2019-09-22
16,Brighton,66.7,1.7,0.8,2019-09-22
17,Norwich,63.3,1.8,1.0,2019-09-22
18,Watford,65.6,2.0,1.1,2019-09-22
19,Aston Villa,64.6,1.7,0.9,2019-09-22
