,team,spi,off,def,date
0,Liverpool,92.7,2.9,0.3,2020-03-01
1,Man City,95.1,3.2,0.2,2020-03-01
2,Leicester,80.8,2.1,0.5,2020-03-01
3,Chelsea,84.2,2.4,0.5,2020-03-01
4,Man United,83.9,2.3,0.5,2020-03-01
5,Wolves,80.9,2.1,0.5,2020-03-01
6,Tottenham,78.1,2.3,0.7,2020-03-01
7,Sheffield Utd,73.7,1.8,0.6,2020-03-01
8,Arsenal,77.0,2.2,0.7,2020-03-01
9,Everton,79.3,2.2,0.6,2020-03-01
10,Burnley,70.0,1.8,0.8,2020-03-01
11,Crystal Palace,69.8,1.8,0.7,2020-03-01
12,Southamon,70.7,1.9,0.8,2020-03-01
13,Newcastle,60.2,1.6,1.0,2020-03-01
14,Watford,72.9,1.9,0.7,2020-03-01
15,West Ham,66.7,2.0,1.0,2020-03-01
16,Brighton,69.6,1.9,0.8,2020-03-01
17,Bournemouth,62.8,1.8,1.1,2020-03-01
18,Aston Villa,60.5,1.9,1.2,2020-03-01
19,Norwich,61.0,1.7,1.0,2020-03-01
