,team,spi,off,def,date
0,Liverpool,91.1,2.8,0.3,2019-08-10
1,Man City,95.6,3.3,0.2,2019-08-10
2,Man United,88.0,2.4,0.3,2019-08-10
3,Chelsea,85.4,2.6,0.5,2019-08-10
4,Leicester,81.1,2.1,0.5,2019-08-10
5,Tottenham,76.4,2.1,0.7,2019-08-10
6,Wolves,81.4,1.9,0.4,2019-08-10
7,Arsenal,76.4,2.1,0.7,2019-08-10
8,Sheffield Utd,71.3,1.7,0.6,2019-08-10
9,Burnley,71.1,1.8,0.7,2019-08-10
10,Southamon,75.3,2.1,0.7,2019-08-10
11,Everton,73.5,1.9,0.7,2019-08-10
12,Newcastle,62.9,1.7,0.9,2019-08-10
13,Crystal Palace,68.5,1.7,0.7,2019-08-10
14,Brighton,69.1,1.8,0.8,2019-08-10
15,West Ham,70.4,2.0,0.9,2019-08-10
16,Aston Villa,65.6,1.8,0.9,2019-08-10
17,Bournemouth,67.1,2.0,1.0,2019-08-10
18,Watford,70.8,2.0,0.8,2019-08-10
19,Norwich,53.1,1.5,1.2,2019-08-10
