,team,spi,off,def,date
0,Liverpool,94.3,3.0,0.2,2020-01-12
1,Man City,94.1,3.2,0.3,2020-01-12
2,Leicester,81.0,2.2,0.6,2020-01-12
3,Chelsea,85.8,2.5,0.5,2020-01-12
4,Man United,82.1,2.2,0.5,2020-01-12
5,Tottenham,81.3,2.3,0.6,2020-01-12
6,Wolves,77.8,2.0,0.5,2020-01-12
7,Sheffield Utd,72.8,1.8,0.6,2020-01-12
8,Everton,78.5,2.0,0.6,2020-01-12
9,Arsenal,76.7,2.1,0.7,2020-01-12
10,Southamon,71.8,2.0,0.8,2020-01-12
11,Crystal Palace,69.7,1.7,0.7,2020-01-12
12,Brighton,71.3,1.9,0.8,2020-01-12
13,Watford,72.5,1.9,0.7,2020-01-12
14,Burnley,67.9,1.8,0.8,2020-01-12
15,Newcastle,62.0,1.6,0.9,2020-01-12
16,West Ham,66.6,1.9,1.0,2020-01-12
17,Aston Villa,60.8,1.9,1.2,2020-01-12
18,Bournemouth,63.5,1.7,1.0,2020-01-12
19,Norwich,58.5,1.7,1.1,2020-01-12
