,team,spi,off,def,date
0,Liverpool,94.1,3.0,0.2,2020-01-02
1,Man City,93.9,3.2,0.3,2020-01-02
2,Leicester,82.6,2.3,0.5,2020-01-02
3,Chelsea,85.0,2.5,0.5,2020-01-02
4,Tottenham,81.9,2.4,0.6,2020-01-02
5,Man United,81.1,2.2,0.5,2020-01-02
6,Wolves,78.1,2.0,0.6,2020-01-02
7,Arsenal,76.4,2.1,0.7,2020-01-02
8,Everton,78.5,2.0,0.6,2020-01-02
9,Sheffield Utd,72.3,1.8,0.6,2020-01-02
10,Crystal Palace,69.7,1.8,0.7,2020-01-02
11,Southamon,69.7,1.9,0.8,2020-01-02
12,Brighton,71.2,1.9,0.8,2020-01-02
13,Burnley,68.8,1.8,0.8,2020-01-02
14,Newcastle,61.3,1.7,1.0,2020-01-02
15,West Ham,66.8,1.9,1.0,2020-01-02
16,Watford,70.4,1.9,0.8,2020-01-02
17,Bournemouth,65.9,1.8,0.9,2020-01-02
18,Aston Villa,61.6,1.9,1.2,2020-01-02
19,Norwich,60.1,1.7,1.1,2020-01-02
