,team,spi,off,def,date
0,Liverpool,94.2,3.0,0.2,2020-01-29
1,Man City,94.1,3.3,0.3,2020-01-29
2,Leicester,81.3,2.3,0.6,2020-01-29
3,Chelsea,86.1,2.5,0.5,2020-01-29
4,Tottenham,80.1,2.3,0.7,2020-01-29
5,Man United,81.2,2.2,0.5,2020-01-29
6,Wolves,79.1,2.0,0.5,2020-01-29
7,Sheffield Utd,73.2,1.8,0.6,2020-01-29
8,Everton,78.0,2.0,0.6,2020-01-29
9,Arsenal,75.4,2.1,0.7,2020-01-29
10,Southamon,71.9,2.0,0.8,2020-01-29
11,Burnley,68.8,1.8,0.8,2020-01-29
12,Crystal Palace,68.6,1.7,0.8,2020-01-29
13,Newcastle,62.7,1.7,0.9,2020-01-29
14,Brighton,70.4,1.9,0.8,2020-01-29
15,Watford,72.4,1.9,0.7,2020-01-29
16,Aston Villa,62.0,1.9,1.1,2020-01-29
17,West Ham,65.7,1.9,1.0,2020-01-29
18,Bournemouth,63.5,1.7,1.0,2020-01-29
19,Norwich,60.2,1.7,1.1,2020-01-29
