,team,spi,off,def,date
0,Man City,94.7,3.1,0.2,2019-09-01
1,Liverpool,92.6,2.9,0.3,2019-09-01
2,Tottenham,83.7,2.4,0.5,2019-09-01
3,Chelsea,83.5,2.4,0.5,2019-09-01
4,Arsenal,79.9,2.4,0.7,2019-09-01
5,Man United,82.2,2.3,0.6,2019-09-01
6,Leicester,76.7,2.0,0.6,2019-09-01
7,Everton,77.6,2.0,0.6,2019-09-01
8,Crystal Palace,71.1,1.9,0.8,2019-09-01
9,West Ham,69.4,2.0,0.9,2019-09-01
10,Wolves,73.4,1.9,0.7,2019-09-01
11,Southamon,69.6,1.9,0.8,2019-09-01
12,Bournemouth,68.1,2.0,1.0,2019-09-01
13,Burnley,69.1,1.8,0.8,2019-09-01
14,Newcastle,69.1,1.8,0.8,2019-09-01
15,Sheffield Utd,64.2,1.7,0.9,2019-09-01
16,Brighton,64.9,1.7,0.9,2019-09-01
17,Watford,66.6,1.9,1.0,2019-09-01
18,Aston Villa,64.0,1.7,0.9,2019-09-01
19,Norwich,62.9,1.7,1.0,2019-09-01
