,team,spi,off,def,date
0,Liverpool,94.3,3.0,0.2,2020-02-09
1,Man City,94.3,3.2,0.3,2020-02-09
2,Leicester,81.4,2.3,0.6,2020-02-09
3,Chelsea,86.0,2.5,0.5,2020-02-09
4,Tottenham,79.9,2.3,0.6,2020-02-09
5,Wolves,79.7,2.0,0.5,2020-02-09
6,Man United,80.9,2.2,0.5,2020-02-09
7,Sheffield Utd,73.4,1.8,0.6,2020-02-09
8,Everton,78.8,2.1,0.6,2020-02-09
9,Southamon,71.5,2.0,0.8,2020-02-09
10,Arsenal,75.3,2.1,0.7,2020-02-09
11,Burnley,69.1,1.8,0.8,2020-02-09
12,Newcastle,61.5,1.6,1.0,2020-02-09
13,Crystal Palace,68.0,1.7,0.8,2020-02-09
14,Brighton,71.0,1.9,0.8,2020-02-09
15,Watford,71.1,1.9,0.8,2020-02-09
16,Aston Villa,61.8,1.9,1.2,2020-02-09
17,West Ham,64.9,1.9,1.0,2020-02-09
18,Bournemouth,63.4,1.8,1.0,2020-02-09
19,Norwich,61.7,1.7,1.0,2020-02-09
