,team,spi,off,def,date
0,Liverpool,93.0,2.9,0.3,2019-10-23
1,Man City,95.4,3.4,0.2,2019-10-23
2,Chelsea,86.4,2.5,0.5,2019-10-23
3,Arsenal,80.2,2.4,0.7,2019-10-23
4,Tottenham,81.4,2.4,0.6,2019-10-23
5,Leicester,77.7,2.0,0.6,2019-10-23
6,Man United,81.1,2.1,0.5,2019-10-23
7,Everton,77.8,2.0,0.6,2019-10-23
8,Crystal Palace,70.5,1.9,0.8,2019-10-23
9,Wolves,72.6,1.8,0.7,2019-10-23
10,Burnley,70.6,1.9,0.8,2019-10-23
11,Bournemouth,68.9,2.0,1.0,2019-10-23
12,West Ham,67.9,1.9,0.9,2019-10-23
13,Southamon,71.1,1.9,0.8,2019-10-23
14,Sheffield Utd,66.3,1.6,0.8,2019-10-23
15,Brighton,67.6,1.8,0.8,2019-10-23
16,Aston Villa,66.1,1.9,1.0,2019-10-23
17,Newcastle,66.3,1.7,0.8,2019-10-23
18,Watford,66.9,1.9,1.0,2019-10-23
19,Norwich,61.3,1.7,1.1,2019-10-23
