,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
1,2020-09-20,Away,L,2,4,Leicester City,1.4,1.2,33.0,Burnley
3,2020-09-26,Home,L,0,1,Southampton,0.5,0.6,53.0,Burnley
5,2020-10-03,Away,L,1,3,Newcastle Utd,0.4,1.8,52.0,Burnley
6,2020-10-19,Away,D,0,0,West Brom,1.1,0.8,43.0,Burnley
7,2020-10-26,Home,L,0,1,Tottenham,1.0,0.6,39.0,Burnley
8,2020-10-31,Home,L,0,3,Chelsea,0.5,0.9,37.0,Burnley
9,2020-11-06,Away,D,0,0,Brighton,0.5,1.5,41.0,Burnley
10,2020-11-23,Home,W,1,0,Crystal Palace,1.5,1.5,46.0,Burnley
11,2020-11-28,Away,L,0,5,Manchester City,0.5,1.7,32.0,Burnley
12,2020-12-05,Home,D,1,1,Everton,0.8,2.2,42.0,Burnley
13,2020-12-13,Away,W,1,0,Arsenal,1.4,1.6,35.0,Burnley
14,2020-12-17,Away,D,0,0,Aston Villa,0.3,1.5,41.0,Burnley
15,2020-12-21,Home,W,2,1,Wolves,1.7,1.5,37.0,Burnley
16,2020-12-27,Away,L,0,1,Leeds United,1.5,1.9,49.0,Burnley
17,2020-12-29,Home,W,1,0,Sheffield Utd,1.0,0.7,37.0,Burnley
19,2021-01-12,Home,L,0,1,Manchester Utd,0.9,1.2,38.0,Burnley
20,2021-01-16,Away,L,0,1,West Ham,0.5,1.7,55.0,Burnley
21,2021-01-21,Away,W,1,0,Liverpool,1.1,1.6,28.0,Burnley
23,2021-01-27,Home,W,3,2,Aston Villa,0.5,2.2,39.0,Burnley
24,2021-01-31,Away,L,0,2,Chelsea,0.2,1.2,30.0,Burnley
25,2021-02-03,Home,L,0,2,Manchester City,0.1,2.0,26.0,Burnley
26,2021-02-06,Home,D,1,1,Brighton,1.8,0.5,55.0,Burnley
28,2021-02-13,Away,W,3,0,Crystal Palace,1.4,0.5,46.0,Burnley
29,2021-02-17,Home,D,1,1,Fulham,0.9,0.5,47.0,Burnley
30,2021-02-20,Home,D,0,0,West Brom,0.5,1.6,62.0,Burnley
31,2021-02-28,Away,L,0,4,Tottenham,0.7,2.1,42.0,Burnley
32,2021-03-03,Home,D,1,1,Leicester City,1.8,1.2,39.0,Burnley
33,2021-03-06,Home,D,1,1,Arsenal,1.1,2.5,41.0,Burnley
34,2021-03-13,Away,W,2,1,Everton,0.8,1.5,35.0,Burnley
35,2021-04-04,Away,L,2,3,Southampton,1.5,2.2,47.0,Burnley
36,2021-04-11,Home,L,1,2,Newcastle Utd,2.0,1.2,56.0,Burnley
37,2021-04-18,Away,L,1,3,Manchester Utd,0.9,2.5,31.0,Burnley
38,2021-04-25,Away,W,4,0,Wolves,2.0,0.4,42.0,Burnley
39,2021-05-03,Home,L,1,2,West Ham,2.0,2.3,45.0,Burnley
40,2021-05-10,Away,W,2,0,Fulham,1.5,1.0,32.0,Burnley
41,2021-05-15,Home,L,0,4,Leeds United,1.3,1.5,48.0,Burnley
42,2021-05-19,Home,L,0,3,Liverpool,0.8,2.6,41.0,Burnley
43,2021-05-23,Away,L,0,1,Sheffield Utd,1.1,0.5,57.0,Burnley
