,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2020-09-14,Home,L,1,3,Chelsea,1.1,1.2,52.0,Brighton
2,2020-09-20,Away,W,3,0,Newcastle Utd,1.8,0.5,53.0,Brighton
4,2020-09-26,Home,L,2,3,Manchester Utd,2.5,1.5,53.0,Brighton
6,2020-10-03,Away,L,2,4,Everton,1.3,1.6,57.0,Brighton
7,2020-10-18,Away,D,1,1,Crystal Palace,1.7,0.8,66.0,Brighton
8,2020-10-26,Home,D,1,1,West Brom,0.5,0.4,50.0,Brighton
9,2020-11-01,Away,L,1,2,Tottenham,0.3,1.7,56.0,Brighton
10,2020-11-06,Home,D,0,0,Burnley,1.5,0.5,59.0,Brighton
11,2020-11-21,Away,W,2,1,Aston Villa,1.4,1.5,44.0,Brighton
12,2020-11-28,Home,D,1,1,Liverpool,2.3,0.2,40.0,Brighton
13,2020-12-07,Home,L,1,2,Southampton,1.9,1.4,48.0,Brighton
14,2020-12-13,Away,L,0,3,Leicester City,0.9,1.5,46.0,Brighton
15,2020-12-16,Away,D,0,0,Fulham,0.5,1.0,54.0,Brighton
16,2020-12-20,Home,D,1,1,Sheffield Utd,2.8,0.5,73.0,Brighton
17,2020-12-27,Away,D,2,2,West Ham,1.1,1.3,56.0,Brighton
18,2020-12-29,Home,L,0,1,Arsenal,0.8,1.1,50.0,Brighton
19,2021-01-02,Home,D,3,3,Wolves,2.2,1.6,54.0,Brighton
21,2021-01-13,Away,L,0,1,Manchester City,0.2,2.0,35.0,Brighton
22,2021-01-16,Away,W,1,0,Leeds United,1.4,0.3,34.0,Brighton
24,2021-01-27,Home,D,0,0,Fulham,1.8,0.5,50.0,Brighton
25,2021-01-31,Home,W,1,0,Tottenham,1.6,0.4,43.0,Brighton
26,2021-02-03,Away,W,1,0,Liverpool,1.3,1.0,37.0,Brighton
27,2021-02-06,Away,D,1,1,Burnley,0.5,1.8,45.0,Brighton
29,2021-02-13,Home,D,0,0,Aston Villa,2.2,0.1,58.0,Brighton
30,2021-02-22,Home,L,1,2,Crystal Palace,2.4,0.2,74.0,Brighton
31,2021-02-27,Away,L,0,1,West Brom,2.9,0.8,68.0,Brighton
32,2021-03-06,Home,L,1,2,Leicester City,0.8,0.9,37.0,Brighton
33,2021-03-14,Away,W,2,1,Southampton,0.8,0.6,41.0,Brighton
34,2021-03-20,Home,W,3,0,Newcastle Utd,0.9,0.1,65.0,Brighton
35,2021-04-04,Away,L,1,2,Manchester Utd,1.2,1.5,43.0,Brighton
36,2021-04-12,Home,D,0,0,Everton,1.2,0.4,55.0,Brighton
37,2021-04-20,Away,D,0,0,Chelsea,0.5,0.7,36.0,Brighton
38,2021-04-24,Away,L,0,1,Sheffield Utd,2.0,0.7,68.0,Brighton
39,2021-05-01,Home,W,2,0,Leeds United,2.3,0.6,42.0,Brighton
40,2021-05-09,Away,L,1,2,Wolves,0.3,1.1,39.0,Brighton
41,2021-05-15,Home,D,1,1,West Ham,0.8,1.7,51.0,Brighton
42,2021-05-18,Home,W,3,2,Manchester City,1.1,0.9,63.0,Brighton
43,2021-05-23,Away,L,0,2,Arsenal,0.2,0.8,46.0,Brighton
