,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2020-09-14,Away,W,2,0,Sheffield Utd,1.4,1.0,45.0,Wolves
2,2020-09-21,Home,L,1,3,Manchester City,0.6,1.9,35.0,Wolves
3,2020-09-27,Away,L,0,4,West Ham,0.5,2.4,63.0,Wolves
4,2020-10-04,Home,W,1,0,Fulham,1.2,0.9,48.0,Wolves
5,2020-10-19,Away,W,1,0,Leeds United,0.4,1.0,34.0,Wolves
6,2020-10-25,Home,D,1,1,Newcastle Utd,0.7,0.3,63.0,Wolves
7,2020-10-30,Home,W,2,0,Crystal Palace,1.3,0.7,45.0,Wolves
8,2020-11-08,Away,L,0,1,Leicester City,0.8,2.0,51.0,Wolves
9,2020-11-23,Home,D,1,1,Southampton,1.5,1.0,46.0,Wolves
10,2020-11-29,Away,W,2,1,Arsenal,1.8,1.5,44.0,Wolves
11,2020-12-06,Away,L,0,4,Liverpool,0.4,1.2,40.0,Wolves
12,2020-12-12,Home,L,0,1,Aston Villa,1.1,1.4,50.0,Wolves
13,2020-12-15,Home,W,2,1,Chelsea,0.5,1.0,45.0,Wolves
14,2020-12-21,Away,L,1,2,Burnley,1.5,1.7,63.0,Wolves
15,2020-12-27,Home,D,1,1,Tottenham,0.9,0.4,55.0,Wolves
16,2020-12-29,Away,L,0,1,Manchester Utd,0.5,1.5,42.0,Wolves
17,2021-01-02,Away,D,3,3,Brighton,1.6,2.2,46.0,Wolves
19,2021-01-12,Home,L,1,2,Everton,0.7,0.6,52.0,Wolves
20,2021-01-16,Home,L,2,3,West Brom,1.5,2.4,67.0,Wolves
22,2021-01-27,Away,D,0,0,Chelsea,0.5,0.7,22.0,Wolves
23,2021-01-30,Away,L,0,1,Crystal Palace,0.4,1.4,52.0,Wolves
24,2021-02-02,Home,W,2,1,Arsenal,1.5,0.8,55.0,Wolves
25,2021-02-07,Home,D,0,0,Leicester City,1.1,0.8,44.0,Wolves
27,2021-02-14,Away,W,2,1,Southampton,1.1,0.8,49.0,Wolves
28,2021-02-19,Home,W,1,0,Leeds United,0.6,1.7,42.0,Wolves
29,2021-02-27,Away,D,1,1,Newcastle Utd,1.1,1.7,52.0,Wolves
30,2021-03-02,Away,L,1,4,Manchester City,0.3,3.3,28.0,Wolves
31,2021-03-06,Away,D,0,0,Aston Villa,1.6,0.6,51.0,Wolves
32,2021-03-15,Home,L,0,1,Liverpool,1.1,0.9,53.0,Wolves
33,2021-04-05,Home,L,2,3,West Ham,2.1,1.3,65.0,Wolves
34,2021-04-09,Away,W,1,0,Fulham,0.5,0.9,50.0,Wolves
35,2021-04-17,Home,W,1,0,Sheffield Utd,1.1,0.5,48.0,Wolves
36,2021-04-25,Home,L,0,4,Burnley,0.4,2.0,58.0,Wolves
37,2021-05-03,Away,D,1,1,West Brom,1.0,1.1,57.0,Wolves
38,2021-05-09,Home,W,2,1,Brighton,1.1,0.3,61.0,Wolves
39,2021-05-16,Away,L,0,2,Tottenham,0.9,3.2,38.0,Wolves
40,2021-05-19,Away,L,0,1,Everton,0.3,0.7,59.0,Wolves
41,2021-05-23,Home,L,1,2,Manchester Utd,0.9,2.0,57.0,Wolves
