,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
1,2020-09-12,Home,W,4,3,Leeds United,2.7,0.3,49.0,Liverpool
2,2020-09-20,Away,W,2,0,Chelsea,2.1,0.9,61.0,Liverpool
4,2020-09-28,Home,W,3,1,Arsenal,2.7,1.3,66.0,Liverpool
6,2020-10-04,Away,L,2,7,Aston Villa,1.8,2.7,69.0,Liverpool
7,2020-10-17,Away,D,2,2,Everton,2.6,1.2,58.0,Liverpool
9,2020-10-24,Home,W,2,1,Sheffield Utd,2.3,1.6,62.0,Liverpool
11,2020-10-31,Home,W,2,1,West Ham,1.7,0.3,72.0,Liverpool
13,2020-11-08,Away,D,1,1,Manchester City,1.2,1.4,46.0,Liverpool
14,2020-11-22,Home,W,3,0,Leicester City,3.1,1.6,56.0,Liverpool
16,2020-11-28,Away,D,1,1,Brighton,0.2,2.3,60.0,Liverpool
18,2020-12-06,Home,W,4,0,Wolves,1.2,0.4,60.0,Liverpool
20,2020-12-13,Away,D,1,1,Fulham,1.8,1.5,74.0,Liverpool
21,2020-12-16,Home,W,2,1,Tottenham,1.0,1.1,75.0,Liverpool
22,2020-12-19,Away,W,7,0,Crystal Palace,2.5,0.3,64.0,Liverpool
23,2020-12-27,Home,D,1,1,West Brom,1.5,0.6,77.0,Liverpool
24,2020-12-30,Away,D,0,0,Newcastle Utd,1.4,0.5,72.0,Liverpool
25,2021-01-04,Away,L,0,1,Southampton,1.5,0.4,66.0,Liverpool
27,2021-01-17,Home,D,0,0,Manchester Utd,1.2,1.1,65.0,Liverpool
28,2021-01-21,Home,L,0,1,Burnley,1.6,1.1,72.0,Liverpool
30,2021-01-28,Away,W,3,1,Tottenham,2.5,0.1,50.0,Liverpool
31,2021-01-31,Away,W,3,1,West Ham,2.0,0.8,67.0,Liverpool
32,2021-02-03,Home,L,0,1,Brighton,1.0,1.3,63.0,Liverpool
33,2021-02-07,Home,L,1,4,Manchester City,1.2,3.5,56.0,Liverpool
34,2021-02-13,Away,L,1,3,Leicester City,1.7,1.9,62.0,Liverpool
36,2021-02-20,Home,L,0,2,Everton,1.4,1.6,71.0,Liverpool
37,2021-02-28,Away,W,2,0,Sheffield Utd,2.7,0.7,60.0,Liverpool
38,2021-03-04,Home,L,0,1,Chelsea,0.3,1.0,54.0,Liverpool
39,2021-03-07,Home,L,0,1,Fulham,0.9,1.3,63.0,Liverpool
41,2021-03-15,Away,W,1,0,Wolves,0.9,1.1,47.0,Liverpool
42,2021-04-03,Away,W,3,0,Arsenal,2.4,0.1,64.0,Liverpool
44,2021-04-10,Home,W,2,1,Aston Villa,2.3,0.5,65.0,Liverpool
46,2021-04-19,Away,D,1,1,Leeds United,1.4,2.3,39.0,Liverpool
47,2021-04-24,Home,D,1,1,Newcastle Utd,2.4,1.0,68.0,Liverpool
48,2021-05-08,Home,W,2,0,Southampton,1.7,1.1,54.0,Liverpool
49,2021-05-13,Away,W,4,2,Manchester Utd,2.7,1.9,47.0,Liverpool
50,2021-05-16,Away,W,2,1,West Brom,1.9,1.0,76.0,Liverpool
51,2021-05-19,Away,W,3,0,Burnley,2.6,0.8,59.0,Liverpool
52,2021-05-23,Home,W,2,0,Crystal Palace,1.6,0.6,69.0,Liverpool
