,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2020-09-12,Home,L,0,2,Newcastle Utd,1.0,1.6,58.0,West Ham
2,2020-09-19,Away,L,1,2,Arsenal,2.0,1.1,38.0,West Ham
4,2020-09-27,Home,W,4,0,Wolves,2.4,0.5,37.0,West Ham
6,2020-10-04,Away,W,3,0,Leicester City,2.0,0.6,31.0,West Ham
7,2020-10-18,Away,D,3,3,Tottenham,1.9,1.7,50.0,West Ham
8,2020-10-24,Home,D,1,1,Manchester City,0.3,1.0,31.0,West Ham
9,2020-10-31,Away,L,1,2,Liverpool,0.3,1.7,28.0,West Ham
10,2020-11-07,Home,W,1,0,Fulham,1.3,1.7,53.0,West Ham
11,2020-11-22,Away,W,1,0,Sheffield Utd,2.1,0.9,49.0,West Ham
12,2020-11-30,Home,W,2,1,Aston Villa,0.4,2.5,34.0,West Ham
13,2020-12-05,Home,L,1,3,Manchester Utd,2.0,1.7,40.0,West Ham
14,2020-12-11,Away,W,2,1,Leeds United,1.3,1.6,37.0,West Ham
15,2020-12-16,Home,D,1,1,Crystal Palace,0.4,1.1,52.0,West Ham
16,2020-12-21,Away,L,0,3,Chelsea,0.4,2.0,47.0,West Ham
17,2020-12-27,Home,D,2,2,Brighton,1.3,1.1,44.0,West Ham
18,2020-12-29,Away,D,0,0,Southampton,1.2,0.6,38.0,West Ham
19,2021-01-01,Away,W,1,0,Everton,1.3,0.4,40.0,West Ham
21,2021-01-16,Home,W,1,0,Burnley,1.7,0.5,45.0,West Ham
22,2021-01-19,Home,W,2,1,West Brom,2.0,0.5,59.0,West Ham
24,2021-01-26,Away,W,3,2,Crystal Palace,2.8,0.7,46.0,West Ham
25,2021-01-31,Home,L,1,3,Liverpool,0.8,2.0,33.0,West Ham
26,2021-02-03,Away,W,3,1,Aston Villa,1.7,0.7,44.0,West Ham
27,2021-02-06,Away,D,0,0,Fulham,1.0,1.5,40.0,West Ham
29,2021-02-15,Home,W,3,0,Sheffield Utd,1.9,0.7,46.0,West Ham
30,2021-02-21,Home,W,2,1,Tottenham,1.1,1.1,32.0,West Ham
31,2021-02-27,Away,L,1,2,Manchester City,1.5,0.5,37.0,West Ham
32,2021-03-08,Home,W,2,0,Leeds United,1.8,1.4,35.0,West Ham
33,2021-03-14,Away,L,0,1,Manchester Utd,0.6,1.5,39.0,West Ham
34,2021-03-21,Home,D,3,3,Arsenal,2.4,1.4,38.0,West Ham
35,2021-04-05,Away,W,3,2,Wolves,1.3,2.1,35.0,West Ham
36,2021-04-11,Home,W,3,2,Leicester City,0.8,0.9,37.0,West Ham
37,2021-04-17,Away,L,2,3,Newcastle Utd,1.9,2.2,66.0,West Ham
38,2021-04-24,Home,L,0,1,Chelsea,0.4,2.5,45.0,West Ham
39,2021-05-03,Away,W,2,1,Burnley,2.3,2.0,55.0,West Ham
40,2021-05-09,Home,L,0,1,Everton,1.3,1.5,68.0,West Ham
41,2021-05-15,Away,D,1,1,Brighton,1.7,0.8,49.0,West Ham
42,2021-05-19,Away,W,3,1,West Brom,3.4,1.1,48.0,West Ham
43,2021-05-23,Home,W,3,0,Southampton,1.3,1.5,38.0,West Ham
