,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2020-09-12,Away,W,2,0,West Ham,1.6,1.0,42.0,Newcastle Utd
2,2020-09-20,Home,L,0,3,Brighton,0.5,1.8,47.0,Newcastle Utd
4,2020-09-27,Away,D,1,1,Tottenham,1.0,2.9,34.0,Newcastle Utd
6,2020-10-03,Home,W,3,1,Burnley,1.8,0.4,48.0,Newcastle Utd
7,2020-10-17,Home,L,1,4,Manchester Utd,0.9,2.3,37.0,Newcastle Utd
8,2020-10-25,Away,D,1,1,Wolves,0.3,0.7,37.0,Newcastle Utd
9,2020-11-01,Home,W,2,1,Everton,2.9,1.5,39.0,Newcastle Utd
10,2020-11-06,Away,L,0,2,Southampton,0.3,0.7,39.0,Newcastle Utd
11,2020-11-21,Home,L,0,2,Chelsea,0.3,1.5,30.0,Newcastle Utd
12,2020-11-27,Away,W,2,0,Crystal Palace,1.3,0.6,43.0,Newcastle Utd
13,2020-12-12,Home,W,2,1,West Brom,0.8,0.6,46.0,Newcastle Utd
14,2020-12-16,Away,L,2,5,Leeds United,1.5,2.7,32.0,Newcastle Utd
15,2020-12-19,Home,D,1,1,Fulham,1.4,1.0,49.0,Newcastle Utd
17,2020-12-26,Away,L,0,2,Manchester City,0.3,3.0,26.0,Newcastle Utd
18,2020-12-30,Home,D,0,0,Liverpool,0.5,1.4,28.0,Newcastle Utd
19,2021-01-03,Home,L,1,2,Leicester City,0.5,0.6,44.0,Newcastle Utd
21,2021-01-12,Away,L,0,1,Sheffield Utd,0.6,2.1,35.0,Newcastle Utd
22,2021-01-18,Away,L,0,3,Arsenal,0.2,2.4,34.0,Newcastle Utd
23,2021-01-23,Away,L,0,2,Aston Villa,0.5,2.3,42.0,Newcastle Utd
24,2021-01-26,Home,L,1,2,Leeds United,1.4,0.7,42.0,Newcastle Utd
25,2021-01-30,Away,W,2,0,Everton,1.7,0.8,40.0,Newcastle Utd
26,2021-02-02,Home,L,1,2,Crystal Palace,1.9,0.7,61.0,Newcastle Utd
27,2021-02-06,Home,W,3,2,Southampton,0.7,1.3,27.0,Newcastle Utd
28,2021-02-15,Away,L,0,2,Chelsea,0.6,2.2,36.0,Newcastle Utd
29,2021-02-21,Away,L,1,3,Manchester Utd,0.4,1.7,29.0,Newcastle Utd
30,2021-02-27,Home,D,1,1,Wolves,1.7,1.1,48.0,Newcastle Utd
31,2021-03-07,Away,D,0,0,West Brom,0.5,2.0,47.0,Newcastle Utd
32,2021-03-12,Home,D,1,1,Aston Villa,1.5,0.9,49.0,Newcastle Utd
33,2021-03-20,Away,L,0,3,Brighton,0.1,0.9,35.0,Newcastle Utd
34,2021-04-04,Home,D,2,2,Tottenham,3.4,2.7,42.0,Newcastle Utd
35,2021-04-11,Away,W,2,1,Burnley,1.2,2.0,44.0,Newcastle Utd
36,2021-04-17,Home,W,3,2,West Ham,2.2,1.9,34.0,Newcastle Utd
37,2021-04-24,Away,D,1,1,Liverpool,1.0,2.4,32.0,Newcastle Utd
38,2021-05-02,Home,L,0,2,Arsenal,0.3,2.0,39.0,Newcastle Utd
39,2021-05-07,Away,W,4,2,Leicester City,2.7,2.2,32.0,Newcastle Utd
40,2021-05-14,Home,L,3,4,Manchester City,2.2,1.5,18.0,Newcastle Utd
41,2021-05-19,Home,W,1,0,Sheffield Utd,1.6,0.9,51.0,Newcastle Utd
42,2021-05-23,Away,W,2,0,Fulham,1.3,1.0,36.0,Newcastle Utd
