,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
1,2020-09-21,Home,W,1,0,Sheffield Utd,1.0,0.9,71.0,Aston Villa
3,2020-09-28,Away,W,3,0,Fulham,1.4,0.7,36.0,Aston Villa
5,2020-10-04,Home,W,7,2,Liverpool,2.7,1.8,31.0,Aston Villa
6,2020-10-18,Away,W,1,0,Leicester City,0.7,0.6,50.0,Aston Villa
7,2020-10-23,Home,L,0,3,Leeds United,1.4,2.7,41.0,Aston Villa
8,2020-11-01,Home,L,3,4,Southampton,1.9,0.7,56.0,Aston Villa
9,2020-11-08,Away,W,3,0,Arsenal,1.8,1.5,41.0,Aston Villa
10,2020-11-21,Home,L,1,2,Brighton,1.5,1.4,56.0,Aston Villa
11,2020-11-30,Away,L,1,2,West Ham,2.5,0.4,66.0,Aston Villa
12,2020-12-12,Away,W,1,0,Wolves,1.4,1.1,50.0,Aston Villa
13,2020-12-17,Home,D,0,0,Burnley,1.5,0.3,59.0,Aston Villa
14,2020-12-20,Away,W,3,0,West Brom,2.4,0.0,67.0,Aston Villa
15,2020-12-26,Home,W,3,0,Crystal Palace,3.9,0.9,39.0,Aston Villa
16,2020-12-28,Away,D,1,1,Chelsea,0.7,1.7,37.0,Aston Villa
17,2021-01-01,Away,L,1,2,Manchester Utd,1.4,2.1,52.0,Aston Villa
19,2021-01-20,Away,L,0,2,Manchester City,0.6,3.4,31.0,Aston Villa
20,2021-01-23,Home,W,2,0,Newcastle Utd,2.3,0.5,58.0,Aston Villa
21,2021-01-27,Away,L,2,3,Burnley,2.2,0.5,61.0,Aston Villa
22,2021-01-30,Away,W,1,0,Southampton,0.6,1.9,41.0,Aston Villa
23,2021-02-03,Home,L,1,3,West Ham,0.7,1.7,56.0,Aston Villa
24,2021-02-06,Home,W,1,0,Arsenal,1.2,0.8,35.0,Aston Villa
25,2021-02-13,Away,D,0,0,Brighton,0.1,2.2,42.0,Aston Villa
26,2021-02-21,Home,L,1,2,Leicester City,1.4,1.1,51.0,Aston Villa
27,2021-02-27,Away,W,1,0,Leeds United,0.7,0.9,31.0,Aston Villa
28,2021-03-03,Away,L,0,1,Sheffield Utd,2.3,0.9,72.0,Aston Villa
29,2021-03-06,Home,D,0,0,Wolves,0.6,1.6,49.0,Aston Villa
30,2021-03-12,Away,D,1,1,Newcastle Utd,0.9,1.5,51.0,Aston Villa
31,2021-03-21,Home,L,0,2,Tottenham,0.4,1.8,50.0,Aston Villa
32,2021-04-04,Home,W,3,1,Fulham,1.5,1.0,53.0,Aston Villa
33,2021-04-10,Away,L,1,2,Liverpool,0.5,2.3,35.0,Aston Villa
34,2021-04-21,Home,L,1,2,Manchester City,0.7,1.2,28.0,Aston Villa
35,2021-04-25,Home,D,2,2,West Brom,3.2,1.5,70.0,Aston Villa
36,2021-05-01,Away,W,2,1,Everton,1.6,1.0,53.0,Aston Villa
37,2021-05-09,Home,L,1,3,Manchester Utd,0.5,1.7,41.0,Aston Villa
38,2021-05-13,Home,D,0,0,Everton,0.6,1.0,58.0,Aston Villa
39,2021-05-16,Away,L,2,3,Crystal Palace,1.4,1.9,55.0,Aston Villa
40,2021-05-19,Away,W,2,1,Tottenham,1.4,0.8,40.0,Aston Villa
41,2021-05-23,Home,W,2,1,Chelsea,1.1,3.3,29.0,Aston Villa
