,Date,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Club
0,2020-09-19,Home,L,1,3,Crystal Palace,1.2,1.6,75.0,Manchester Utd
2,2020-09-26,Away,W,3,2,Brighton,1.5,2.5,47.0,Manchester Utd
4,2020-10-04,Home,L,1,6,Tottenham,0.9,3.4,39.0,Manchester Utd
5,2020-10-17,Away,W,4,1,Newcastle Utd,2.3,0.9,63.0,Manchester Utd
7,2020-10-24,Home,D,0,0,Chelsea,0.6,0.2,51.0,Manchester Utd
9,2020-11-01,Home,L,0,1,Arsenal,0.4,1.0,54.0,Manchester Utd
11,2020-11-07,Away,W,3,1,Everton,1.5,0.4,45.0,Manchester Utd
12,2020-11-21,Home,W,1,0,West Brom,2.4,0.6,63.0,Manchester Utd
14,2020-11-29,Away,W,3,2,Southampton,2.1,0.5,50.0,Manchester Utd
16,2020-12-05,Away,W,3,1,West Ham,1.7,2.0,60.0,Manchester Utd
18,2020-12-12,Home,D,0,0,Manchester City,0.6,1.3,46.0,Manchester Utd
19,2020-12-17,Away,W,3,2,Sheffield Utd,1.9,1.5,60.0,Manchester Utd
20,2020-12-20,Home,W,6,2,Leeds United,3.6,1.8,41.0,Manchester Utd
22,2020-12-26,Away,D,2,2,Leicester City,1.7,0.9,46.0,Manchester Utd
23,2020-12-29,Home,W,1,0,Wolves,1.5,0.5,58.0,Manchester Utd
24,2021-01-01,Home,W,2,1,Aston Villa,2.1,1.4,48.0,Manchester Utd
27,2021-01-12,Away,W,1,0,Burnley,1.2,0.9,62.0,Manchester Utd
28,2021-01-17,Away,D,0,0,Liverpool,1.1,1.2,35.0,Manchester Utd
29,2021-01-20,Away,W,2,1,Fulham,1.7,0.9,62.0,Manchester Utd
31,2021-01-27,Home,L,1,2,Sheffield Utd,1.1,1.0,75.0,Manchester Utd
32,2021-01-30,Away,D,0,0,Arsenal,1.6,0.9,57.0,Manchester Utd
33,2021-02-02,Home,W,9,0,Southampton,4.7,0.5,74.0,Manchester Utd
34,2021-02-06,Home,D,3,3,Everton,1.8,1.5,61.0,Manchester Utd
36,2021-02-14,Away,D,1,1,West Brom,0.5,1.0,73.0,Manchester Utd
38,2021-02-21,Home,W,3,1,Newcastle Utd,1.7,0.4,71.0,Manchester Utd
40,2021-02-28,Away,D,0,0,Chelsea,0.4,1.1,43.0,Manchester Utd
41,2021-03-03,Away,D,0,0,Crystal Palace,0.9,0.9,63.0,Manchester Utd
42,2021-03-07,Away,W,2,0,Manchester City,1.7,1.3,34.0,Manchester Utd
44,2021-03-14,Home,W,1,0,West Ham,1.5,0.6,61.0,Manchester Utd
47,2021-04-04,Home,W,2,1,Brighton,1.5,1.2,57.0,Manchester Utd
49,2021-04-11,Away,W,3,1,Tottenham,2.1,0.9,53.0,Manchester Utd
51,2021-04-18,Home,W,3,1,Burnley,2.5,0.9,69.0,Manchester Utd
52,2021-04-25,Away,D,0,0,Leeds United,1.2,0.3,56.0,Manchester Utd
55,2021-05-09,Away,W,3,1,Aston Villa,1.7,0.5,59.0,Manchester Utd
56,2021-05-11,Home,L,1,2,Leicester City,0.2,0.9,53.0,Manchester Utd
57,2021-05-13,Home,L,2,4,Liverpool,1.9,2.7,53.0,Manchester Utd
58,2021-05-18,Home,D,1,1,Fulham,0.9,0.9,57.0,Manchester Utd
59,2021-05-23,Away,W,2,1,Wolves,2.0,0.9,43.0,Manchester Utd
