,team,spi,off,def,date
0,Man City,93.1,3.1,0.3,2018-12-16
1,Liverpool,91.8,2.8,0.3,2018-12-16
2,Tottenham,85.6,2.5,0.5,2018-12-16
3,Chelsea,86.1,2.4,0.4,2018-12-16
4,Arsenal,81.1,2.4,0.7,2018-12-16
5,Man United,78.3,2.3,0.7,2018-12-16
6,Everton,72.2,2.0,0.8,2018-12-16
7,Watford,70.7,1.9,0.8,2018-12-16
8,West Ham,69.2,1.9,0.9,2018-12-16
9,Wolves,69.6,1.8,0.7,2018-12-16
10,Leicester,70.0,1.8,0.7,2018-12-16
11,Bournemouth,64.4,1.9,1.0,2018-12-16
12,Brighton,61.8,1.6,1.0,2018-12-16
13,Crystal Palace,68.3,1.7,0.8,2018-12-16
14,Newcastle,63.2,1.7,0.9,2018-12-16
15,Southamon,66.4,1.8,0.9,2018-12-16
16,Cardiff City,59.3,1.6,1.1,2018-12-16
17,Huddersfield,61.7,1.5,0.8,2018-12-16
18,Burnley,56.4,1.6,1.1,2018-12-16
19,Fulham,58.0,1.7,1.1,2018-12-16
