,team,spi,off,def,date
0,Liverpool,93.0,2.9,0.2,2019-01-03
1,Man City,92.2,3.0,0.4,2019-01-03
2,Tottenham,85.1,2.5,0.5,2019-01-03
3,Chelsea,86.2,2.3,0.4,2019-01-03
4,Arsenal,79.4,2.4,0.7,2019-01-03
5,Man United,79.8,2.4,0.7,2019-01-03
6,Leicester,71.3,1.8,0.7,2019-01-03
7,Watford,70.0,2.0,0.9,2019-01-03
8,Wolves,69.8,1.7,0.7,2019-01-03
9,Everton,71.0,1.9,0.8,2019-01-03
10,West Ham,66.0,1.9,1.0,2019-01-03
11,Bournemouth,64.6,1.9,1.1,2019-01-03
12,Crystal Palace,71.1,1.8,0.7,2019-01-03
13,Brighton,63.3,1.6,0.9,2019-01-03
14,Southamon,66.6,1.8,0.9,2019-01-03
15,Newcastle,62.2,1.6,0.9,2019-01-03
16,Burnley,60.2,1.7,1.1,2019-01-03
17,Cardiff City,58.9,1.6,1.0,2019-01-03
18,Fulham,58.5,1.7,1.1,2019-01-03
19,Huddersfield,58.0,1.5,0.9,2019-01-03
