,team,spi,off,def,date
0,Liverpool,92.4,2.8,0.3,2018-12-26
1,Man City,91.8,3.0,0.4,2018-12-26
2,Tottenham,86.6,2.6,0.5,2018-12-26
3,Chelsea,85.6,2.4,0.4,2018-12-26
4,Arsenal,79.9,2.3,0.7,2018-12-26
5,Man United,78.4,2.3,0.7,2018-12-26
6,Leicester,71.7,1.8,0.7,2018-12-26
7,Everton,71.4,2.0,0.8,2018-12-26
8,Watford,71.5,2.0,0.8,2018-12-26
9,Wolves,68.8,1.7,0.7,2018-12-26
10,West Ham,68.2,1.9,0.9,2018-12-26
11,Bournemouth,64.5,1.9,1.0,2018-12-26
12,Crystal Palace,69.9,1.8,0.7,2018-12-26
13,Brighton,62.3,1.6,0.9,2018-12-26
14,Southamon,67.4,1.9,0.9,2018-12-26
15,Newcastle,62.9,1.6,0.9,2018-12-26
16,Cardiff City,58.0,1.6,1.1,2018-12-26
17,Burnley,56.2,1.6,1.1,2018-12-26
18,Fulham,58.6,1.6,1.1,2018-12-26
19,Huddersfield,60.9,1.5,0.9,2018-12-26
