,team,spi,off,def,date
0,Liverpool,93.3,2.9,0.2,2019-01-14
1,Man City,92.8,3.1,0.3,2019-01-14
2,Tottenham,85.3,2.5,0.5,2019-01-14
3,Chelsea,85.5,2.3,0.4,2019-01-14
4,Man United,79.7,2.3,0.7,2019-01-14
5,Arsenal,79.0,2.3,0.7,2019-01-14
6,Watford,70.7,2.0,0.9,2019-01-14
7,Leicester,70.8,1.8,0.7,2019-01-14
8,Everton,70.9,1.9,0.8,2019-01-14
9,Wolves,68.6,1.7,0.7,2019-01-14
10,West Ham,66.9,1.9,0.9,2019-01-14
11,Bournemouth,64.8,1.9,1.1,2019-01-14
12,Brighton,62.9,1.6,0.9,2019-01-14
13,Crystal Palace,70.3,1.8,0.7,2019-01-14
14,Southamon,66.9,1.8,0.9,2019-01-14
15,Burnley,60.2,1.7,1.1,2019-01-14
16,Newcastle,63.1,1.6,0.9,2019-01-14
17,Cardiff City,58.1,1.5,1.0,2019-01-14
18,Fulham,58.7,1.6,1.1,2019-01-14
19,Huddersfield,59.5,1.4,0.9,2019-01-14
