,team,spi,off,def,date
0,Man City,94.7,3.2,0.2,2019-03-13
1,Liverpool,93.1,2.8,0.2,2019-03-13
2,Tottenham,82.6,2.3,0.6,2019-03-13
3,Arsenal,80.6,2.4,0.7,2019-03-13
4,Chelsea,84.7,2.4,0.5,2019-03-13
5,Man United,80.7,2.4,0.7,2019-03-13
6,Wolves,70.7,1.8,0.7,2019-03-13
7,Watford,69.3,2.0,0.9,2019-03-13
8,Leicester,72.3,1.9,0.8,2019-03-13
9,West Ham,64.6,1.8,1.0,2019-03-13
10,Bournemouth,66.4,1.9,1.0,2019-03-13
11,Everton,69.1,1.8,0.8,2019-03-13
12,Crystal Palace,71.7,1.9,0.8,2019-03-13
13,Newcastle,66.6,1.7,0.8,2019-03-13
14,Brighton,62.6,1.7,0.9,2019-03-13
15,Southamon,66.2,1.8,0.9,2019-03-13
16,Burnley,64.2,1.8,1.0,2019-03-13
17,Cardiff City,57.6,1.6,1.1,2019-03-13
18,Fulham,56.5,1.7,1.2,2019-03-13
19,Huddersfield,54.1,1.3,1.0,2019-03-13
