,team,spi,off,def,date
0,Man City,94.7,3.2,0.2,2019-03-17
1,Liverpool,93.0,2.8,0.2,2019-03-17
2,Tottenham,82.6,2.3,0.6,2019-03-17
3,Arsenal,81.3,2.4,0.7,2019-03-17
4,Chelsea,85.3,2.4,0.5,2019-03-17
5,Man United,80.7,2.4,0.7,2019-03-17
6,Wolves,70.7,1.8,0.7,2019-03-17
7,Watford,69.3,2.0,0.9,2019-03-17
8,Leicester,72.1,1.9,0.8,2019-03-17
9,West Ham,64.0,1.9,1.1,2019-03-17
10,Everton,70.4,1.9,0.8,2019-03-17
11,Bournemouth,66.0,1.9,1.0,2019-03-17
12,Crystal Palace,71.7,1.9,0.8,2019-03-17
13,Newcastle,66.9,1.8,0.8,2019-03-17
14,Brighton,62.6,1.7,0.9,2019-03-17
15,Southamon,66.2,1.8,0.9,2019-03-17
16,Burnley,64.5,1.8,1.0,2019-03-17
17,Cardiff City,57.6,1.6,1.1,2019-03-17
18,Fulham,56.7,1.7,1.2,2019-03-17
19,Huddersfield,53.5,1.4,1.0,2019-03-17
