,team,spi,off,def,date
0,Man City,93.8,2.9,0.2,2018-10-07
1,Liverpool,90.6,2.7,0.3,2018-10-07
2,Chelsea,86.7,2.5,0.5,2018-10-07
3,Tottenham,84.2,2.4,0.5,2018-10-07
4,Arsenal,81.2,2.5,0.7,2018-10-07
5,Man United,79.4,2.3,0.7,2018-10-07
6,Bournemouth,67.3,2.0,1.0,2018-10-07
7,Leicester,71.5,1.9,0.8,2018-10-07
8,Wolves,68.2,1.7,0.8,2018-10-07
9,Watford,67.2,1.8,0.9,2018-10-07
10,Everton,67.9,1.8,0.9,2018-10-07
11,West Ham,66.0,1.8,0.9,2018-10-07
12,Crystal Palace,67.8,1.8,0.8,2018-10-07
13,Brighton,62.6,1.7,1.0,2018-10-07
14,Southamon,64.8,1.7,0.9,2018-10-07
15,Newcastle,65.6,1.7,0.8,2018-10-07
16,Fulham,60.6,1.7,1.1,2018-10-07
17,Burnley,59.9,1.6,1.0,2018-10-07
18,Huddersfield,59.4,1.5,0.9,2018-10-07
19,Cardiff City,59.0,1.6,1.0,2018-10-07
