,team,spi,off,def,date
0,Man City,94.7,3.1,0.2,2018-11-28
1,Liverpool,91.0,2.7,0.3,2018-11-28
2,Tottenham,85.7,2.5,0.5,2018-11-28
3,Chelsea,86.0,2.5,0.5,2018-11-28
4,Arsenal,80.9,2.4,0.7,2018-11-28
5,Man United,79.3,2.2,0.7,2018-11-28
6,Everton,71.1,1.9,0.8,2018-11-28
7,Watford,69.4,1.8,0.8,2018-11-28
8,Leicester,71.6,1.9,0.7,2018-11-28
9,Bournemouth,67.4,2.0,1.0,2018-11-28
10,Wolves,68.1,1.7,0.8,2018-11-28
11,West Ham,66.8,1.8,0.9,2018-11-28
12,Brighton,60.3,1.6,1.0,2018-11-28
13,Newcastle,65.4,1.7,0.8,2018-11-28
14,Crystal Palace,68.5,1.7,0.8,2018-11-28
15,Southamon,65.8,1.8,0.9,2018-11-28
16,Huddersfield,61.2,1.5,0.8,2018-11-28
17,Cardiff City,58.8,1.6,1.0,2018-11-28
18,Fulham,57.4,1.7,1.2,2018-11-28
19,Burnley,56.0,1.6,1.1,2018-11-28
